CSR #,STATUS,SR TYPE,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,ADDRESS,COMMUNITY,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,POTHOLES_REPAIRED,STREET_NO,STREET_DIRECTION,STREET_NAME,DEPARTMENT,USERGRPTITLE,GROUPID,GROUPDESC
SR17059900,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 7/14/17  2) What was the time of day when the incident occurred? 6pm  3) What was the type of incident? Close call  4) Which street were you crossing? Ridge Road  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Turning right  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I witnessed a pedestrian in the crosswalk with the walk signal indicated come close to having a car hit her.  The car was turning right from southbound Montgomery to northbound Ridge.  12) Additional Comments? There is a lot of pedestrian traffic at the intersection and a lot of car traffic. ,14/07/2017 00:00:00,21:39:00,6099 MONTGOMERY RD CINC - GJ2220940155,6099 MONTGOMERY RD,PLEASANT RIDGE,"57,01",STANDARD,INTERNET,12200040039,14/07/2017 00:00:00,MOBILE,15/07/2017 00:00:00,,14/07/2017 00:00:00,14/07/2017 00:00:00,,1422207,436427,0,6099,  ,MONTGOMERY RD                   ,DOTE,,2842,DOTE-DEFAULT
SR17059379,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? Occasional close call with cars turning right from Ridge onto Montgomery Road  2) What was the time of day when the incident occurred? during business hours  3) What was the type of incident? Close call  4) Which street were you crossing? Montgomery Road  5) What direction were you headed? West  6) What type of other vehicle was involved? Car or pickup truck  7) In what direction was the other party headed? North  8) What was the other party's intended movement? Turning right  9) Describe the incident as specifically as possible. common occurrence. someone turning right and looking left and turning right to beat the light or an oncoming car.  10) Please provide any additional information that may help us serve you. Bad intersection for years. Neighborhood more concerned now that people seem to be driving faster and more aggressively. No respect for people on foot or riding bicycles. ,13/07/2017 00:00:00,14:30:00,6099 MONTGOMERY RD CINC - GJ2220940155,6099 MONTGOMERY RD,PLEASANT RIDGE,"57,01",STANDARD,INTERNET,12200040039,13/07/2017 00:00:00,CCSRWEB,14/07/2017 00:00:00,,13/07/2017 00:00:00,13/07/2017 00:00:00,,1422207,436427,0,6099,  ,MONTGOMERY RD                   ,DOTE,,2842,DOTE-DEFAULT
SR17057537,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 7-7-17  2) What was the time of day when the incident occurred? 5:30  3) What was the type of incident? Close call  4) Which street were you crossing? Erie Avenue  5) What direction were you headed? East  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? South  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I was trying to cross the crosswalk and a driver did not stop/ slow for me a pedestrian in a crosswalk.  12) Additional Comments? Add signs that say must yield to pedestrian in crosswalk. ,08/07/2017 00:00:00,12:41:00,ERIE AV & AULT PARK AV,3599 ERIE AV,HYDE PARK,51,STANDARD,INTERNET,00380A030375      ,08/07/2017 00:00:00,MOBILE,09/07/2017 00:00:00,,08/07/2017 00:00:00,08/07/2017 00:00:00,,1425079,421198,0,3599,  ,ERIE AV                         ,DOTE,,2842,DOTE-DEFAULT
SR17056148,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 6/30/17  2) What was the time of day when the incident occurred? 7:30pm  3) What was the type of incident? Close call  4) Which street were you crossing? Ridge  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Turning right  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I was crossing the street when the light turned to walk and a car started to turn on us instead of waiting for us to cross  ,03/07/2017 00:00:00,23:40:00,MONTGOMERY RD & RIDGE AV,6102 MONTGOMERY RD,PLEASANT RIDGE,"57,01",STANDARD,INTERNET,12500010001,03/07/2017 00:00:00,MOBILE,04/07/2017 00:00:00,,03/07/2017 00:00:00,03/07/2017 00:00:00,,1422311,436335,0,6102,  ,MONTGOMERY RD                   ,DOTE,,2842,DOTE-DEFAULT
SR17052581,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 6/19/2017  2) What was the time of day when the incident occurred? 6:30pm  3) What was the type of incident? Close call  4) Which street were you crossing? Montgomery  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Turning right  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. At the junction of Lawndale and Montgomery roads there is a pole with a large box attached immediately next to the corner. (see photo attached). Last night at a community event I witnessed a near miss on the crosswalk where the box blocked the view of a driver who in turn pulled around the corner and almost hit 2 children crossing the road (the crosswalk sign was telling them to cross).  12) Please provide any additional information that may help us serve you. We need the city to move this box to a position that does not obstruct the view of drivers at that junction. ,22/06/2017 00:00:00,10:29:00,5646 MONTGOMERY RD CINC - GJ2123339525,5646 MONTGOMERY RD,PLEASANT RIDGE,"57,02",STANDARD,INTERNET,12100010388,22/06/2017 00:00:00,CCSRWEB,23/06/2017 00:00:00,,22/06/2017 00:00:00,22/06/2017 00:00:00,,1418906,434524,0,5646,  ,MONTGOMERY RD                   ,DOTE,,2842,DOTE-DEFAULT
SR17044367,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? May 28 2017  2) What was the time of day when the incident occurred? 16:30  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory Ave  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. 7 different vehicles failed to stop for someone in plain sight waiting to cross at the crosswalk.  12) Additional Comments? Time frame of 1 minute ,28/05/2017 00:00:00,16:46:00,MONTEITH AV & OBSERVATORY AV,2832 OBSERVATORY AV,HYDE PARK,50,STANDARD,INTERNET,4000060042,28/05/2017 00:00:00,MOBILE,29/05/2017 00:00:00,,28/05/2017 00:00:00,28/05/2017 00:00:00,,1419011,420157,0,2832,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17040986,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 5/17/17  2) What was the time of day when the incident occurred? 2:25pm  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory   5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. 2 cars and a pickup truck failed to yield as I was standing in the crosswalk waiting to cross. It's as if they were playing follow the leader though I know 2 of the drivers saw me. One slowed a bit but accelerated after the car ahead of them didn't yield.  ,17/05/2017 00:00:00,14:30:00,2855 OBSERVATORY AV CINC - GJ2156235093,2855 OBSERVATORY AV,HYDE PARK,49,STANDARD,INTERNET,4600020012,17/05/2017 00:00:00,MOBILE,18/05/2017 00:00:00,,17/05/2017 00:00:00,17/05/2017 00:00:00,,1419260,419951,0,2855,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17038546,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 5/10/2017  2) What was the time of day when the incident occurred? 2:20 pm  3) What was the type of incident? Close call  4) Which street were you crossing? Ridge Ave  5) What direction were you headed? West  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Turning right  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I was actually a witness and not involved a gentleman and child were crossing the street at the intersection of Ridge Ave and Woodford (by TCP & Nativity) in the crosswalk with the walk light and were almost hit by a car turning right onto Ridge Ave off of Woodford ,10/05/2017 00:00:00,15:27:00,6441 RIDGE AV CINC - GJ2195540816,6441 RIDGE AV,PLEASANT RIDGE,"57,01",STANDARD,INTERNET,12200010009,10/05/2017 00:00:00,MOBILE,11/05/2017 00:00:00,,10/05/2017 00:00:00,10/05/2017 00:00:00,,1421482,438633,0,6441,  ,RIDGE AV                        ,DOTE,,2842,DOTE-DEFAULT
SR17036512,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? May 1 2017  2) What was the time of day when the incident occurred? 2:30 pm  3) What was the type of incident? Close call  4) Which street were you crossing? Edwards  5) What direction were you headed? West  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? South  9) What was the other party's intended movement? Turning left  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I was crossing Edwards on the south side of Erie headed west. There were two other Hyde Park School parents crossing with me. When the light on Erie turned green and the pedestrian light came one we began to cross. When we were about half-way through the cross walk I looked over my shoulder and saw a car turning left onto Edwards right in front of us. I stopped but the other parents didn't see the car and kept walking. I yelled at them to stop and the car had to turn wide and close to the Edwards sidewalk (in front of Cock and Bull) to avoid hitting us.  12) Please provide any additional information that may help us serve you. This was the 2nd time in one day that I was almost hit in that exact spot. Many parents have reported problems in that intersection. Something needs to change in that intersection before someone gets hurt. ,04/05/2017 00:00:00,09:14:00,EDWARDS RD & ERIE AV,2652 ERIE AV,HYDE PARK,50,STANDARD,INTERNET,4100040120,04/05/2017 00:00:00,CCSRWEB,05/05/2017 00:00:00,,04/05/2017 00:00:00,04/05/2017 00:00:00,,1417346,421040,0,2652,  ,ERIE AV                         ,DOTE,,2842,DOTE-DEFAULT
SR17036503,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? May 1 2017  2) What was the time of day when the incident occurred? 8:00am  3) What was the type of incident? Close call  4) Which street were you crossing? Edwards  5) What direction were you headed? West  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? South  9) What was the other party's intended movement? Turning left  10) Describe the incident as specifically as possible. The light on Erie turned green and the light came on for pedestrian crossing. I was walking with my 8 year old son through the cross walk when I heard a horn beep. I paused and looked over my shoulder and saw a car turning onto Edwards right in front of us as we walked. The car was only about 4 feet in front of us. It frightens me to think what would have happened if someone hadn't beeped their horn and given us a chance to pause.  11) Please provide any additional information that may help us serve you. My son and I walk to and from Hyde Park School everyday and that intersection is always having instances of close calls. There have been a number of times we have had near-misses. Other parents have spoken about the danger of this intersection also. Something needs to change before some one gets hit. ,04/05/2017 00:00:00,09:05:00,EDWARDS RD & ERIE AV,2652 ERIE AV,HYDE PARK,50,STANDARD,INTERNET,4100040120,04/05/2017 00:00:00,CCSRWEB,05/05/2017 00:00:00,,04/05/2017 00:00:00,04/05/2017 00:00:00,,1417346,421040,0,2652,  ,ERIE AV                         ,DOTE,,2842,DOTE-DEFAULT
SR17036421,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? NA There is not category for this condition and therefore will be cumbersome to enter starting with the first entry  2) What was the time of day when the incident occurred? 24/7  3) What was the type of incident? Close call  4) Which street were you crossing? Driving along Gray Rd from Winton Rd up the hill  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? No  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? South  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. This is and existing condition requiring SOP Standard Operating Procedures for proper O&M of The FH's.  12) Please provide any additional information that may help us serve you. This deals with the Fire Hydrants (FH) from WInton Rd. North on Gray Rd. up to the hilly part and b ends. The general conditions of the FH's are aging rusting thru the joints like my water at the house.  They should be repainted (regularly programmed).  I'm told that since the caps are yellow meaning that the pressure is under 100.  (Black being over 100?)  A FH or two seem too low to the ground but because of the grass being too high that's not easily discernible. The bottom line is that they need to be addressed.  The roadway seems to be up-to-date but for rain days seem like the road carries a lot of water from various places deteriorating faster the pavement??  Hmm.  Hydrant spacing was not addressed.  A value to the privately owned structures along Gray Rd.  Thank you. ,03/05/2017 00:00:00,20:20:00,4716 GRAY RD CINC - GJ1420639288,4716 GRAY RD,WINTON HILLS,81,STANDARD,INTERNET,21900500039,03/05/2017 00:00:00,CCSRWEB,04/05/2017 00:00:00,,03/05/2017 00:00:00,03/05/2017 00:00:00,,1395847,434891,0,4716,  ,GRAY RD                         ,DOTE,,2842,DOTE-DEFAULT
SR17035745,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? every morning between 6 AM and 8 AM  2) What was the time of day when the incident occurred? between 6 AM and 8 AM but really all day  3) What was the type of incident? Close call  4) Which street were you crossing? Herschel  5) What direction were you headed? East  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? North  9) What was the other party's intended movement? Turning right  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. The police - and almost every car roll through the crosswalk and stop sign  12) Please provide any additional information that may help us serve you. Tons of pedestrian activity there is going to be a mojor accident ,02/05/2017 00:00:00,13:28:00,1254 HERSCHEL AV CINC - GJ2282434505,1254 HERSCHEL AV,MOUNT LOOKOUT,48,STANDARD,INTERNET,2300040029,02/05/2017 00:00:00,CCSRWEB,03/05/2017 00:00:00,,02/05/2017 00:00:00,02/05/2017 00:00:00,,1423231,417892,0,1254,  ,HERSCHEL AV                     ,DOTE,,2842,DOTE-DEFAULT
SR17034609,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/28/2017  2) What was the time of day when the incident occurred? 4:15  3) What was the type of incident? Close call  4) Which street were you crossing? Paxton  5) What direction were you headed? North  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. Unsafe crosswalk vehicle did not yield to pedestrian in crosswalk when other cars did and appearedared to be speeding  12) Please provide any additional information that may help us serve you. This is a common occurrence at this crosswalk. Signage and visibility of pedestrians is poor. ,28/04/2017 00:00:00,16:32:00,3754 PAXTON AV CINC - GJ2217836000,3754 PAXTON AV,OAKLEY,53,STANDARD,INTERNET,00390A030003      ,28/04/2017 00:00:00,CCSRWEB,29/04/2017 00:00:00,,28/04/2017 00:00:00,28/04/2017 00:00:00,,1421160,423216,0,3754,  ,PAXTON AV                       ,DOTE,,2842,DOTE-DEFAULT
SR17033916,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/22/2017  2) What was the time of day when the incident occurred? 10:00AM  3) What was the type of incident? Close call  4) Which street were you crossing? Erie  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? West  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. This was an actual CINCINNATI POLICE OFFICER who twice TWICE failed to yield at the crosswalk in Hyde Park Square.  My wife and I were walking our infant son and we were crossing from Awakenings Coffee to the center of the square - the cop had his lights OFF (not even his daytime siren lights were on as they are supposed to be) and the cop blew by us when he had plenty of time to stop and I as in the intersection.  That same cop then blew by me again as I was on the other side of the square now crossing to the fire station!  I yelled at him along with another woman who yelled at him from the further west crosswalk and he didn't do anything except speed away lights off.  NOT EVEN OUR OWN POLICE CAN FIGURE OUT HOW A CROSSWALK WORKS.  PEOPLE JUST DON'T KNOW ANYMORE AND YOU NEED TO DO MORE BEFORE SOMEBODY GETS KILLED.  YOU READING THIS RIGHT NOW IF YOU DO NOTHING WITH THIS OR DON'T DO ENOUGH THE NEXT DEATH IS SOMETHING YOU CONTRIBUTED TO - THIS IS ALL I CAN DO BUT YOU CAN DO MORE - PLEASE DO IT.  12) Please provide any additional information that may help us serve you. We need and expect more from our city - nobody is even taught how crosswalks work anymore and I haven't seen a cop in 30+ years who actually tickets people for failing to yield.  I beg every month at neighborhood council meetings for cops to actually ticket people but District 2 refuses to do it.  As an alternative can a pedestrian hold out a 2x4 into oncoming traffic to indicate they would like cars to yield to them in a crosswalk?  If a car hits the 2x4 is the pedestrian to blame? ,27/04/2017 00:00:00,08:44:00,2726 ERIE AV CINC -,2726 ERIE AV,HYDE PARK,50,STANDARD,INTERNET,4100030055,27/04/2017 00:00:00,CCSRWEB,28/04/2017 00:00:00,,27/04/2017 00:00:00,27/04/2017 00:00:00,,1417674,420993,0,2726,  ,ERIE AV                         ,DOTE,,2842,DOTE-DEFAULT
SR17033065,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/24/17  2) What was the time of day when the incident occurred? 3:40pm  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? West  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. My six year old son and I were crossing Observatory southbound after school. A crossing guard was on the opposite side of the street. After he entered the crosswalk with bright vest and stop sign my son and I entered the crosswalk from the opposite side of the street. A black car traveling eastbound stopped right away. Off in the distance a white car with Kentucky plates was traveling westbound. I thought that the car would have seen us but as the speeding car neared I saw the female drive with face down and cell phone in hand. She didn't slow until making it to the intersection with the northern crossing of Monteith Avenue and she had to slam on the brakes to avoid crossing into the crosswalk. She shook her head at us as if we were in the wrong for crossing the street but I instructed her that it is state law to stop anytime someone is in a crosswalk.  12) Please provide any additional information that may help us serve you. Is there any additional signage that can be added to this crosswalk? Flashing lights sign indicating that it is state law to stop for pedestrians in crosswalk? ,25/04/2017 00:00:00,11:23:00,2838 OBSERVATORY AV CINC - GJ2149835153,2838 OBSERVATORY AV,HYDE PARK,50,STANDARD,INTERNET,4000060041,25/04/2017 00:00:00,CCSRWEB,26/04/2017 00:00:00,,25/04/2017 00:00:00,25/04/2017 00:00:00,,1419052,420094,0,2838,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17032973,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/25/17  2) What was the time of day when the incident occurred? 9am  3) What was the type of incident? Collision minor injury  4) Which street were you crossing? Kirby Ave  5) What direction were you headed? West  6) Were you in a crosswalk when the incident occurred? No  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? South  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. got hit by a car. need speed bump. ,25/04/2017 00:00:00,09:47:00,4712 KIRBY AV CINC - GJ1152439274,4712 KIRBY AV,NORTHSIDE,84,STANDARD,INTERNET,20000460040,25/04/2017 00:00:00,MOBILE,26/04/2017 00:00:00,,25/04/2017 00:00:00,25/04/2017 00:00:00,,1387056,435283,0,4712,  ,KIRBY AV                        ,DOTE,,2842,DOTE-DEFAULT
SR17030956,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/18  2) What was the time of day when the incident occurred? 9:15  3) What was the type of incident? Close call  4) Which street were you crossing? Ridge  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Turning left  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I was leaving a Pleasant Ridge Community Council leadership meeting where ironically one of the topics was traffic safety. I waited until the left turn arrow for southbound traffic turning from Montgomery onto Ridge ended and I had the Walk light. While half-way through the intersection a car nearly hit me. The woman stopped and yelled at me I almost hit you! I answered back -- Yes you did -- and I had the Walk sign at least when I entered the intersection!  12) Please provide any additional information that may help us serve you. Near-miss was witnessed by people sitting at the window of nearby Nine Giant Brewery who stopped me as I continued my walk home. We commiserated about how frequently these near misses happen in our neighborhood. I spoke at PG Sittenfeld's February meeting on traffic safety and work with Mackenzie Low on a Traffic Committee for PRCC called Pleasant Streets. We have been trying to work with Traffic Engineering on getting some improvements to the neighborhood. One of the low-cost efforts identified is re-painting the crosswalks at major intersections such as the one I was nearly hit at and others. I know the city has many priorities but what can we do to make at the very least getting the crosswalks at this busy intersection re-painted and if possible raised or otherwise made more noticeable? ,19/04/2017 00:00:00,07:29:00,RIDGE AV & MONTGOMERY RD,6099 MONTGOMERY RD,PLEASANT RIDGE,"57,01",STANDARD,INTERNET,12200040040,19/04/2017 00:00:00,CCSRWEB,20/04/2017 00:00:00,,19/04/2017 00:00:00,19/04/2017 00:00:00,,1422249,436395,0,6099,  ,MONTGOMERY RD                   ,DOTE,,2842,DOTE-DEFAULT
SR17030943,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? April 18 2017  2) What was the time of day when the incident occurred? 9:15pm  3) What was the type of incident? Close call  4) Which street were you crossing? Ridge Ave  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? East  9) What was the other party's intended movement? Turning left  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. I watched a pedestrian walking in the crosswalk on the walk sign almost get hit by a car turning left on Ridge Ave. ,18/04/2017 00:00:00,22:49:00,RIDGE AV & MONTGOMERY RD,6099 MONTGOMERY RD,PLEASANT RIDGE,"57,01",STANDARD,INTERNET,12200040040,18/04/2017 00:00:00,CCSRWEB,19/04/2017 00:00:00,,18/04/2017 00:00:00,18/04/2017 00:00:00,,1422249,436395,0,6099,  ,MONTGOMERY RD                   ,DOTE,,2842,DOTE-DEFAULT
SR17028010,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/10/17  2) What was the time of day when the incident occurred? 12:30pm  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? West  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. Black Audi sports car did not field as I was in the crosswalk. There were no vehicles blocking the way and he had a clear view as I was standing in the crosswalk.   12) Additional Comments? I was told to report this as often as it occurs with the hope that changes can be made.  ,10/04/2017 00:00:00,12:31:00,2834 OBSERVATORY AV CINC - GJ2148935139,2834 OBSERVATORY AV,HYDE PARK,50,STANDARD,INTERNET,4000060041,10/04/2017 00:00:00,MOBILE,11/04/2017 00:00:00,,10/04/2017 00:00:00,10/04/2017 00:00:00,,1419030,420113,0,2834,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17027694,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/9/17  2) What was the time of day when the incident occurred? 10:30  3) What was the type of incident? Close call  4) Which street were you crossing? Observatory  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? West  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. My 4 year old and I were standing in the crosswalk waiting to cross with her bike tire sticking out in front of the car parked in front of Carl's. A tan vehicle did not stop or slow down and the driver appeared to see us.  ,09/04/2017 00:00:00,10:33:00,2834 OBSERVATORY AV CINC - GJ2148935139,2834 OBSERVATORY AV,HYDE PARK,50,STANDARD,INTERNET,4000060041,09/04/2017 00:00:00,MOBILE,10/04/2017 00:00:00,,09/04/2017 00:00:00,09/04/2017 00:00:00,,1419030,420113,0,2834,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17026608,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) Were you in a crosswalk when the incident occurred? Yes  2) What type of other vehicle was involved? Car or pickup truck  3) In what direction was the other party headed? West  4) What was the other party's intended movement? Straight  5) Did you report the incident to the Cincinnati Police? No  6) Describe the incident as specifically as possible. Multiple cars passed through the crosswalk while I was walking in it. A crossing guard was present and crossing from the south at the same time. A large delivery truck was parked in front of Carl's Deli which may have been partially blocking incoming traffics view.   7) What was the date when the incident occurred? 4/5/17  8) What was the time of day when the incident occurred? 8:40  9) What was the type of incident? Close call  10) Which street were you crossing? Observatory  11) What direction were you headed? South ,05/04/2017 00:00:00,08:49:00,2841 OBSERVATORY AV CINC - GJ2149535101,2841 OBSERVATORY AV,HYDE PARK,49,STANDARD,INTERNET,4600030050,05/04/2017 00:00:00,MOBILE,06/04/2017 00:00:00,,05/04/2017 00:00:00,05/04/2017 00:00:00,,1419045,419988,0,2841,  ,OBSERVATORY AV                  ,DOTE,,2842,DOTE-DEFAULT
SR17025838,CLOSED  ,Pedestrian Incident Report,Request entered through the Web. Refer to Intake Questions for further description. 1) What was the date when the incident occurred? 4/1/2017  2) What was the time of day when the incident occurred? 9:00 am  3) What was the type of incident? Close call  4) Which street were you crossing? Paxton  5) What direction were you headed? South  6) Were you in a crosswalk when the incident occurred? Yes  7) What type of other vehicle was involved? Car or pickup truck  8) In what direction was the other party headed? West  9) What was the other party's intended movement? Straight  10) Did you report the incident to the Cincinnati Police? No  11) Describe the incident as specifically as possible. pick up truck did not slow down for Family with young children in the crosswalk  ,03/04/2017 00:00:00,12:06:00,PAXTON AV & FERDINAND PL,3769 PAXTON AV,OAKLEY,53,STANDARD,INTERNET,00390A030121      ,03/04/2017 00:00:00,MOBILE,04/04/2017 00:00:00,,03/04/2017 00:00:00,03/04/2017 00:00:00,,1421086,423295,0,3769,  ,PAXTON AV                       ,DOTE,,2842,DOTE-DEFAULT
