"requestid"|"requesttyp"|"requestdat"|"comments"|"usertype"|"near_inter"|"near_str"|"strsegid"|"additional_comments"|"sna_name"|"srvy_address"|"geo_address"|"lat"|"long"|"geo_address_type"|"geo_accuracy"
14241|"Speeding"|"03/05/2018"|"constant speeding"|"walks"|"DYER ST & GLADE AV"|"KENWOOD RD"|"4957002549049570365831"|"Cars easily 20MPH+ over speed limit constantly."|"Mt. Lookout"|"DYER ST & GLADE AV, Cincinnati, OH, USA"|"DYER ST & GLADE AV, Cincinnati, OH, USA"|39.07799|-84.383887|"locality,political"|"locality"
14244|"Speeding"|"03/05/2018"|"Constant speeding traffic"|"walks"|"CRAIGLAND LN & GLADE AV"|"HUNLEY RD"|"5213818543152143555478"|"Linwood is notorious for speeding issues"|"Mt. Lookout"|"CRAIGLAND LN & GLADE AV, Cincinnati, OH, USA"|"CRAIGLAND LN & GLADE AV, Cincinnati, OH, USA"|39.081058|-84.394537|"locality,political"|"locality"
14245|"Speeding"|"03/05/2018"|"Excessive speed, especially down hill"|"drives"|"CAMBRIDGE AV & BRANDON AV"|"KENWOOD RD"|"4957036583149570986440"|"agree"|"Mt. Lookout"|"CAMBRIDGE AV & BRANDON AV, Cincinnati, OH, USA"|"CAMBRIDGE AV & BRANDON AV, Cincinnati, OH, USA"|39.081848|-84.389587|"locality,political"|"locality"
14245|"Speeding"|"03/05/2018"|"Excessive speed, especially down hill"|"drives"|"BRANDON AV & CAMBRIDGE AV"|"POOLE RD"|"2301055715423015727085"|"50+ in a 30MPH is normal, accelerating down the hill"|"Mt. Lookout"|"BRANDON AV & CAMBRIDGE AV, Cincinnati, OH, USA"|"BRANDON AV & CAMBRIDGE AV, Cincinnati, OH, USA"|39.081848|-84.389587|"locality,political"|"locality"
14257|"Speeding"|"04/05/2018"|"Drivers, including police, drive stupid fast on this stretch between Madison and the square. Wide road that has a downhill both ways. Drivers feel no impediment to letting it fly. ENFORCEMENT!!!"|"walks"|"FARMBROOK DR & WHIPPOORWILL DR"|"EGGLESTON AV"|"3358838955733591039336"|""|"Hyde Park"|"FARMBROOK DR & WHIPPOORWILL DR, Cincinnati, OH, USA"|"FARMBROOK DR & WHIPPOORWILL DR, Cincinnati, OH, USA"|39.063717|-84.373267|"locality,political"|"locality"
14276|"Speeding"|"04/05/2018"|""|"walks"|"MOORFIELD DR & LOCKSLEY DR"|"EGGLESTON AV"|"3350914792933512527675"|""|"Oakley"|"MOORFIELD DR & LOCKSLEY DR, Cincinnati, OH, USA"|"MOORFIELD DR & LOCKSLEY DR, Cincinnati, OH, USA"|39.085461|-84.366107|"locality,political"|"locality"
14277|"Speeding"|"04/05/2018"|""|"walks"|"ROBINWAY DR & LOCKSLEY DR"|"PIPPIN RD"|"2620509954826209009517"|""|"Oakley"|"ROBINWAY DR & LOCKSLEY DR, Cincinnati, OH, USA"|"ROBINWAY DR & LOCKSLEY DR, Cincinnati, OH, USA"|39.083601|-84.366228|"locality,political"|"locality"
14278|"Speeding"|"04/05/2018"|""|"walks"|"LOCKSLEY DR & ROBINWAY DR"|"HICKORY WOODS DR"|"GJ3059862430GJ3061362301"|""|"Oakley"|"LOCKSLEY DR & ROBINWAY DR, Cincinnati, OH, USA"|"LOCKSLEY DR & ROBINWAY DR, Cincinnati, OH, USA"|39.085461|-84.366107|"locality,political"|"locality"
14279|"Speeding"|"04/05/2018"|""|"drives"|"ROBINWAY DR & BARNSDALE CT"|"HICKORY WOODS DR"|"GJ3060862431GJ3062162303"|""|"Oakley"|"ROBINWAY DR & BARNSDALE CT, Cincinnati, OH, USA"|"ROBINWAY DR & BARNSDALE CT, Cincinnati, OH, USA"|39.083601|-84.366228|"locality,political"|"locality"
1433|"Speeding"|"09/02/2018"|"Traffic too fast thru busy park in front of Krohn Conservatory."|"walks"|"EDEN PARK DR & MARTIN DR"|"Eden Park Dr"|"3713536222037143853341"|""|"Walnut Hills"|"EDEN PARK DR & MARTIN DR, Cincinnati, OH, USA"|"EDEN PARK DR & MARTIN DR, Cincinnati, OH, USA"|39.108078|-84.493607|"locality,political"|"locality"
1434|"Speeding"|"09/02/2018"|"Cars from Victory onto Francis moving way too fast, sweeping through corner well above posted (?) limits. Walkers beware!"|"walks"|"VICTORY PKWY & FRANCIS LN"|"Victory Pkwy"|"3715308449537153194642"|""|"East Walnut Hills"|"VICTORY PKWY & FRANCIS LN, Cincinnati, OH, USA"|"VICTORY PKWY & FRANCIS LN, Cincinnati, OH, USA"|39.120388|-84.48486|"locality,political"|"locality"
1450|"Speeding"|"09/02/2018"|"Drivers speed through Hyde Park Square ignoring the cross-walks.  We need something that makes the cross-walks even more visible like flashing walks when a ped steps into the cross-walk"|"walks"|"OBSERVATORY AV & MICHIGAN AV"|"Observatory Av"|"4077290025040777510206"|"Agreed!"|"Hyde Park"|"OBSERVATORY AV & MICHIGAN AV, Cincinnati, OH, USA"|"OBSERVATORY AV & MICHIGAN AV, Cincinnati, OH, USA"|39.144763|-84.441034|"locality,political"|"locality"
14514|"Speeding"|"04/05/2018"|""|"drives"|"WOODSEDGE DR & DUNWOODIE DR"|"W 8TH ST"|"2885776920728859089182"|""|"Oakley"|"WOODSEDGE DR & DUNWOODIE DR, Cincinnati, OH, USA"|"WOODSEDGE DR & DUNWOODIE DR, Cincinnati, OH, USA"|39.057775|-84.370229|"locality,political"|"locality"
14515|"Speeding"|"04/05/2018"|""|"walks"|"DUNWOODIE DR & WOODSEDGE DR"|"EDEN AV"|"3389718039633897861051"|""|"Oakley"|"DUNWOODIE DR & WOODSEDGE DR, Cincinnati, OH, USA"|"DUNWOODIE DR & WOODSEDGE DR, Cincinnati, OH, USA"|39.057775|-84.370229|"locality,political"|"locality"
14517|"Speeding"|"04/05/2018"|""|"walks"|"JAMES HILL DR & STRATFORD HILL DR"|"CAMPBELL RD"|"0143480295601445412749"|""|"Oakley"|"JAMES HILL DR & STRATFORD HILL DR, Cincinnati, OH, USA"|"JAMES HILL DR & STRATFORD HILL DR, Cincinnati, OH, USA"|39.068756|-84.358429|"locality,political"|"locality"
14518|"Speeding"|"04/05/2018"|"People speed through this intersection or go far too fast in the right turn lanes without checking for pedestrians."|"walks"|"SUNRAY AV & WILSHIRE AV"|"WILLEY RD"|"0904277272709046072719"|""|"CUF"|"SUNRAY AV & WILSHIRE AV, Cincinnati, OH, USA"|"SUNRAY AV & WILSHIRE AV, Cincinnati, OH, USA"|39.071556|-84.371757|"locality,political"|"locality"
1457|"Speeding"|"09/02/2018"|"Because this street does not have speed humps -- and the surrounding streets do -- becomes the speed through street.  Car speeds are getting increasingly fast.  Speed humps on this stretch of Burch Ave. would help with slowing down the traffic."|"walks"|"BURCH AV & ERIE AV"|"Burch Av"|"4076202034440762811190"|""|"Hyde Park"|"BURCH AV & ERIE AV, Cincinnati, OH, USA"|"BURCH AV & ERIE AV, Cincinnati, OH, USA"|39.157716|-84.389612|"locality,political"|"locality"
146|"Speeding"|"07/02/2018"|"This is a business district with 25 mph. People continue through area at 35 to 40."|"walks"|"TWAIN AV & GRACELY DR"|"Gracely Dr"|"1156514262411566322429"|"I agree"|"Sayler Park"|"TWAIN AV & GRACELY DR, Cincinnati, OH, USA"|"TWAIN AV & GRACELY DR, Cincinnati, OH, USA"|39.111886|-84.691397|"locality,political"|"locality"
146|"Speeding"|"07/02/2018"|"This is a business district with 25 mph. People continue through area at 35 to 40."|"walks"|"TWAIN AV & GRACELY DR"|"Gracely Dr"|"1156514262411566322429"|"Really?  I walk my dog along this stretch nearly every day and have not noticed anyone speeding."|"Sayler Park"|"TWAIN AV & GRACELY DR, Cincinnati, OH, USA"|"TWAIN AV & GRACELY DR, Cincinnati, OH, USA"|39.111886|-84.691397|"locality,political"|"locality"
146|"Speeding"|"07/02/2018"|"This is a business district with 25 mph. People continue through area at 35 to 40."|"walks"|"TWAIN AV & GRACELY DR"|"Gracely Dr"|"1156514262411566322429"|"I agree!"|"Sayler Park"|"TWAIN AV & GRACELY DR, Cincinnati, OH, USA"|"TWAIN AV & GRACELY DR, Cincinnati, OH, USA"|39.111886|-84.691397|"locality,political"|"locality"
149|"Speeding"|"07/02/2018"|"Speed bumps may need to be installed. There are families with kids who play (sometimes in the streets, since it's a side street). People like to fly down Lehigh, especially those who are just driving through, or live at the opposite end."|"walks"|"MORROW ST & LEHIGH AV"|"Lehigh Av"|"4692525205046925392171"|""|"Mt. Washington"|"MORROW ST & LEHIGH AV, Cincinnati, OH, USA"|"MORROW ST & LEHIGH AV, Cincinnati, OH, USA"|39.223396|-84.442162|"locality,political"|"locality"
15217|"Speeding"|"13/05/2018"|"Constant speeding of cars passing through both ways. We need to reduce speed limit and enforce. I?\80\99m afraid of getting killed while walking on the sidewalk with my kids. It?\80\99s been going on too long!!"|"walks"|"HEATHGATE DR & SUNNY ACRES DR"|"MADISON RD"|"4762429826347632198175"|""|"Mt. Lookout"|"HEATHGATE DR & SUNNY ACRES DR, Cincinnati, OH, USA"|"HEATHGATE DR & SUNNY ACRES DR, Cincinnati, OH, USA"|39.050781|-84.355908|"locality,political"|"locality"
15219|"Speeding"|"13/05/2018"|"WAY too fast!  Can?\80\99t pull out of driveway."|"drives"|"VOLL RD & BEECHMONT AV"|"MADISON RD"|"4764108807547642788058"|""|"Mt. Lookout"|"VOLL RD & BEECHMONT AV, Cincinnati, OH, USA"|"VOLL RD & BEECHMONT AV, Cincinnati, OH, USA"|39.076478|-84.367357|"locality,political"|"locality"
155|"Speeding"|"07/02/2018"|"This School zone is not well posted, drivers speed over 35, and traffic pulls out of Fifth Third Center, Shroder and YMCA into speeding traffic..."|"walks"|"EASTWOOD DR & EASTWOOD DR TERM N OF E EASTWOOD CIR"|"Duck Creek Rd"|"4536577002345376759915"|"Pedestrians find it dangerous to cross the street to walk to all the agencies, businesses, high school, YMCA, that are accessed at this spot. Need a crosswalk and stoplight at this location!"|"Madisonville"|"EASTWOOD DR & EASTWOOD DR TERM N OF E EASTWOOD CIR, Cincinnati, OH, USA"|"EASTWOOD DR & EASTWOOD DR TERM N OF E EASTWOOD CIR, Cincinnati, OH, USA"|39.168925|-84.40713|"locality,political"|"locality"
155|"Speeding"|"07/02/2018"|"This School zone is not well posted, drivers speed over 35, and traffic pulls out of Fifth Third Center, Shroder and YMCA into speeding traffic..."|"walks"|"EASTWOOD DR & EASTWOOD DR TERM N OF E EASTWOOD CIR"|"Duck Creek Rd"|"4536577002345376759915"|"I agree, motorists speed too fast on this road."|"Madisonville"|"EASTWOOD DR & EASTWOOD DR TERM N OF E EASTWOOD CIR, Cincinnati, OH, USA"|"EASTWOOD DR & EASTWOOD DR TERM N OF E EASTWOOD CIR, Cincinnati, OH, USA"|39.168925|-84.40713|"locality,political"|"locality"
15525|"Speeding"|"14/05/2018"|"Adding the bike lanes in 2010 helped speeding some, but Madison is still a wide road that's hard to cross, whether driving, biking, or walking.  Some median islands would help."|"walks"|"BAYSWATER PL & HEATHGATE DR"|"MADISON RD"|"4762102830147624298263"|""|"Hyde Park"|"BAYSWATER PL & HEATHGATE DR, Cincinnati, OH, USA"|"BAYSWATER PL & HEATHGATE DR, Cincinnati, OH, USA"|39.049335|-84.358083|"locality,political"|"locality"
156|"Speeding"|"07/02/2018"|"The school zone signs do nothing. People fly down Montgomery and completely ignore them. It's incredibly dangerous for Pleasant Ridge Montessori students."|"drives"|"MONTGOMERY RD & WOODFORD RD"|"Montgomery Rd"|"4281041597842817706249"|"I agree!"|"Pleasant Ridge"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|39.180799|-84.42729|"locality,political"|"locality"
156|"Speeding"|"07/02/2018"|"The school zone signs do nothing. People fly down Montgomery and completely ignore them. It's incredibly dangerous for Pleasant Ridge Montessori students."|"drives"|"MONTGOMERY RD & WOODFORD RD"|"Montgomery Rd"|"4281041597842817706249"|"I agree"|"Pleasant Ridge"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|39.180799|-84.42729|"locality,political"|"locality"
156|"Speeding"|"07/02/2018"|"The school zone signs do nothing. People fly down Montgomery and completely ignore them. It's incredibly dangerous for Pleasant Ridge Montessori students."|"drives"|"MONTGOMERY RD & WOODFORD RD"|"Montgomery Rd"|"4281041597842817706249"|"i agree"|"Pleasant Ridge"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|39.180799|-84.42729|"locality,political"|"locality"
156|"Speeding"|"07/02/2018"|"The school zone signs do nothing. People fly down Montgomery and completely ignore them. It's incredibly dangerous for Pleasant Ridge Montessori students."|"drives"|"MONTGOMERY RD & WOODFORD RD"|"Montgomery Rd"|"4281041597842817706249"|"i agree"|"Pleasant Ridge"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|"MONTGOMERY RD & WOODFORD RD, Cincinnati, OH, USA"|39.180799|-84.42729|"locality,political"|"locality"
157|"Speeding"|"07/02/2018"|"Speed limit 25. Most traffic goes around 40 or over. Property destroyed with frequent wrecks. Dangerous to bikers and walkers. Neighbors have frequently complained to city who refuses to do anything such as simple stop sign."|"bikes"|"E MCMILLAN ST & HACKBERRY ST"|"E McMillan St"|"3707765580337080855749"|"Agreed. Cars consistently speed through this neighborhood, driving way over the 25 MPH speed limit."|"East Walnut Hills"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|39.128074|-84.475028|"locality,political"|"locality"
157|"Speeding"|"07/02/2018"|"Speed limit 25. Most traffic goes around 40 or over. Property destroyed with frequent wrecks. Dangerous to bikers and walkers. Neighbors have frequently complained to city who refuses to do anything such as simple stop sign."|"bikes"|"E MCMILLAN ST & HACKBERRY ST"|"E McMillan St"|"3707765580337080855749"|"Agreed."|"East Walnut Hills"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|39.128074|-84.475028|"locality,political"|"locality"
157|"Speeding"|"07/02/2018"|"Speed limit 25. Most traffic goes around 40 or over. Property destroyed with frequent wrecks. Dangerous to bikers and walkers. Neighbors have frequently complained to city who refuses to do anything such as simple stop sign."|"bikes"|"E MCMILLAN ST & HACKBERRY ST"|"E McMillan St"|"3707765580337080855749"|"Agree 100%. Speeding and traffic density are threatening this residential street's wellbeing."|"East Walnut Hills"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|39.128074|-84.475028|"locality,political"|"locality"
157|"Speeding"|"07/02/2018"|"Speed limit 25. Most traffic goes around 40 or over. Property destroyed with frequent wrecks. Dangerous to bikers and walkers. Neighbors have frequently complained to city who refuses to do anything such as simple stop sign."|"bikes"|"E MCMILLAN ST & HACKBERRY ST"|"E McMillan St"|"3707765580337080855749"|"Agreed."|"East Walnut Hills"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|"E MCMILLAN ST & HACKBERRY ST, Cincinnati, OH, USA"|39.128074|-84.475028|"locality,political"|"locality"
15827|"Speeding"|"18/05/2018"|"Cars park on both sides of the street, with not enough space for 2 vehicles to drive.  The rise on this block makes it very hazardous.  Perhaps limiting parking to one side of the street would reduce the risk of collisions."|"drives"|"VERDALE DR & TOPAZ DR"|"BLUE ROCK RD"|"1726246709017262717974"|""|"East Price Hill"|"VERDALE DR & TOPAZ DR, Cincinnati, OH, USA"|"VERDALE DR & TOPAZ DR, Cincinnati, OH, USA"|39.079133|-84.355714|"locality,political"|"locality"
16|"Speeding"|"07/02/2018"|""|"walks"|"CARY AV & HARBESON AV"|"Harbeson Av"|"3017668630430182556219"|""|"College Hill"|"CARY AV & HARBESON AV, Cincinnati, OH, USA"|"CARY AV & HARBESON AV, Cincinnati, OH, USA"|39.208109|-84.549903|"locality,political"|"locality"
160|"Speeding"|"07/02/2018"|"Car drive way too fast on Main and never yield to those in the crosswalk."|"walks"|"MAIN ST & WOODWARD ST"|"Main St"|"3357648082633576880589"|"100% agree. Drivers ignore crosswalks and speed limits and have no respect for pedestrians in this block of Main Street."|"Over-the-Rhine"|"MAIN ST & WOODWARD ST, Cincinnati, OH, USA"|"MAIN ST & WOODWARD ST, Cincinnati, OH, USA"|39.124556|-84.359329|"locality,political"|"locality"
16162|"Speeding"|"18/05/2018"|""|"travels (other)"|"HUNTERSKNOLL LN & SMOKEYWOODS LN"|"MADISON RD"|"4761757833647621028301"|""|"East End"|"HUNTERSKNOLL LN & SMOKEYWOODS LN, Cincinnati, OH, USA"|"HUNTERSKNOLL LN & SMOKEYWOODS LN, Cincinnati, OH, USA"|39.058119|-84.3615|"locality,political"|"locality"
16163|"Speeding"|"18/05/2018"|""|"travels (other)"|"SMOKEYWOODS LN & HUNTERSKNOLL LN"|"MADISON RD"|"4763872810347641088075"|""|"East End"|"SMOKEYWOODS LN & HUNTERSKNOLL LN, Cincinnati, OH, USA"|"SMOKEYWOODS LN & HUNTERSKNOLL LN, Cincinnati, OH, USA"|39.058119|-84.3615|"locality,political"|"locality"
16164|"Speeding"|"18/05/2018"|""|"travels (other)"|"ROUNDTREE CT & SMOKEYWOODS LN"|"MADISON RD"|"4536458892445368488881"|""|"East End"|"ROUNDTREE CT & SMOKEYWOODS LN, Cincinnati, OH, USA"|"ROUNDTREE CT & SMOKEYWOODS LN, Cincinnati, OH, USA"|39.059568|-84.357725|"locality,political"|"locality"
163|"Speeding"|"07/02/2018"|"This is a long part of residential road with no stops, people drive too fast on this section of road."|"walks"|"KIBBY LN & GRACELY DR"|"Gracely Dr"|"1172611972211630678597"|"I agree!"|"Sayler Park"|"KIBBY LN & GRACELY DR, Cincinnati, OH, USA"|"KIBBY LN & GRACELY DR, Cincinnati, OH, USA"|39.13116|-84.707667|"locality,political"|"locality"
1634|"Speeding"|"10/02/2018"|"People fly down Stanley Ave. It is a matter of time that a pedestrian gets hit crossing the street. Something has to be done."|"walks"|"STANLEY LN & STANLEY AV"|"Stanley Av"|"4220632307842208573317"|"The cost City of Cincinnati is charging for this area with no traffic control on a 25mph zone on Stanley Avenue is robbery at this point. Not to mention the garbage left all around from the construction workers."|"Columbia Tusculum"|"STANLEY LN & STANLEY AV, Cincinnati, OH, USA"|"STANLEY LN & STANLEY AV, Cincinnati, OH, USA"|39.118254|-84.432021|"locality,political"|"locality"
1634|"Speeding"|"10/02/2018"|"People fly down Stanley Ave. It is a matter of time that a pedestrian gets hit crossing the street. Something has to be done."|"walks"|"STANLEY LN & STANLEY AV"|"Stanley Av"|"4220632307842208573317"|"I recently moved on Stanley Avenue. It is a 25mph zone. Cars absolutely fly up and down this street at high speeds. I have never seen a Cincinnati police officer one single time since I have lived here. Speed bumps or a 3 way stop at Handman !!! ??"|"Columbia Tusculum"|"STANLEY LN & STANLEY AV, Cincinnati, OH, USA"|"STANLEY LN & STANLEY AV, Cincinnati, OH, USA"|39.118254|-84.432021|"locality,political"|"locality"
1634|"Speeding"|"10/02/2018"|"People fly down Stanley Ave. It is a matter of time that a pedestrian gets hit crossing the street. Something has to be done."|"walks"|"STANLEY LN & STANLEY AV"|"Stanley Av"|"4220632307842208573317"|"I agree that the speeding is dangerous"|"Columbia Tusculum"|"STANLEY LN & STANLEY AV, Cincinnati, OH, USA"|"STANLEY LN & STANLEY AV, Cincinnati, OH, USA"|39.118254|-84.432021|"locality,political"|"locality"
1635|"Speeding"|"10/02/2018"|"People fly up and down Stanley at speeds well above the posted limits, it?\80\99s becoming dangerous to try and cross streets or access your car parked on the street"|"walks"|"WOODBRIDGE PL & STANLEY AV"|"Stanley Av"|"4099186206440994202166"|"I agree!"|"Columbia Tusculum"|"WOODBRIDGE PL & STANLEY AV, Cincinnati, OH, USA"|"WOODBRIDGE PL & STANLEY AV, Cincinnati, OH, USA"|39.115497|-84.435375|"locality,political"|"locality"
1638|"Speeding"|"10/02/2018"|"Too many cars speed on Midway, which is next to a heavily used park and residences. One kid just got hit here recently."|"walks"|"TIMRICK CT & MOUNTVILLE DR"|"Midway Av"|"2069480027823903630709"|""|"Westwood"|"TIMRICK CT & MOUNTVILLE DR, Cincinnati, OH, USA"|"TIMRICK CT & MOUNTVILLE DR, Cincinnati, OH, USA"|39.137609|-84.611966|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"I agree wholeheartedly.  I have a suspicion that some of the cars speeding on Hoge St. may actually be the mechanics at the nearby auto shop testing cars they're working on."|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"As a home owner on Athens Ave, I witness cars daily that speed Hoge and continue their excessive speeds on Athens Ave, a street on which many children live and play."|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"I agree! Speed bumps would help curb the speeding"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"I agree"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"Agreed"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"I agree"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"The speeding needs to be stoppef"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"Agree"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"Agree"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"I agree! Very dangerous"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"Yes! Terrible speeders"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"Agree.  Speeding is a safety concern on Hoge"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"I agree"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
1640|"Speeding"|"10/02/2018"|"Cars speed up and down Hoge St at all hours of the day. It makes me very nervous to go on walks with my child and/or pet because people are so reckless. Im also very scared to pull out of my driveway.  The residents on Hoge would love a speed bump!"|"walks"|"MISSOURI AV & NEWELL PL"|"Hoge St"|"4098874314340994883756"|"I agree"|"Columbia Tusculum"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA"|39.118255|-84.435797|"locality,political"|"locality"
