ID,street,city,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc
4647,CENTURY BV, CINCINNATI,OH,45246,39.143948,-84.374113,69,Somewhat Walkable,0,0,0,0
4648,CENTURY CR, CINCINNATI,OH,45246,39.143948,-84.374113,69,Somewhat Walkable,0,0,0,0
4650,GRANDIN AVE, CINCINNATI,OH,45246,39.129183,-84.456662,34,Car-Dependent,35,Somewhat Bikeable,0,0
4651,TRI-COUNTY PW, CINCINNATI,OH,45246,39.283252,-84.469853,47,Car-Dependent,0,0,0,0
4652,TIVOLI LN, CINCINNATI,OH,45246,39.299865,-84.452934,20,Car-Dependent,0,0,0,0
4653,PILGRIM PL, CINCINNATI,OH,45246,39.296374,-84.452635,18,Car-Dependent,0,0,0,0
4654,LEDRO ST, CINCINNATI,OH,45246,39.300822,-84.454095,24,Car-Dependent,0,0,0,0
4655,TERRYTOWN CT, CINCINNATI,OH,45246,39.297121,-84.4518,20,Car-Dependent,0,0,0,0
4656,FALLSTONE DR, CINCINNATI,OH,45246,39.271643,-84.491051,29,Car-Dependent,0,0,0,0
4657,ASHLEIGH CT, CINCINNATI,OH,45246,39.273118,-84.488478,30,Car-Dependent,0,0,0,0
4658,SPRINGFIELD PK, CINCINNATI,OH,45246,39.302038,-84.489517,26,Car-Dependent,0,0,0,0
4661,VANCAMP LN, CINCINNATI,OH,45246,39.289669,-84.474839,48,Car-Dependent,0,0,0,0
4662,CASTROCIRCLEFIELD , CINCINNATI,OH,45246,39.298637,-84.449999,22,Car-Dependent,0,0,0,0
4664,KNOLLSPRINGS CT, CINCINNATI,OH,45246,39.295425,-84.501415,15,Car-Dependent,0,0,0,0
4665,GLENFALLS CT, CINCINNATI,OH,45246,39.295254,-84.499268,13,Car-Dependent,0,0,0,0
4666,WOODVALE CT, CINCINNATI,OH,45246,39.294765,-84.497293,15,Car-Dependent,0,0,0,0
4667,VANCLEVE AVE, CINCINNATI,OH,45246,39.292357,-84.478532,35,Car-Dependent,0,0,0,0
4668,LAWNVIEW AVE, CINCINNATI,OH,45246,39.293893,-84.47866,28,Car-Dependent,0,0,0,0
4669,BENEDICT CT, CINCINNATI,OH,45246,39.299524,-84.449441,16,Car-Dependent,0,0,0,0
4670,SHERATON LN, CINCINNATI,OH,45246,39.297874,-84.485206,36,Car-Dependent,0,0,0,0
4671,NAVONA CT, CINCINNATI,OH,45246,39.295999,-84.455477,19,Car-Dependent,0,0,0,0
4672,MARWOOD LN, CINCINNATI,OH,45246,39.29639,-84.450535,20,Car-Dependent,0,0,0,0
4673,WOODSIDE CT, CINCINNATI,OH,45246,39.293951,-84.490544,43,Car-Dependent,0,0,0,0
4674,EDGEWORTH CT, CINCINNATI,OH,45240,39.30199,-84.510566,14,Car-Dependent,0,0,0,0
4675,CANTRELL DR, CINCINNATI,OH,45246,39.301057,-84.500637,6,Car-Dependent,0,0,0,0
4676,ELKRIDGE DR, CINCINNATI,OH,45240,39.302206,-84.509011,6,Car-Dependent,0,0,0,0
4677,CHARDON LN, CINCINNATI,OH,45246,39.299667,-84.485001,38,Car-Dependent,0,0,0,0
4678,CORNAVIN CT, CINCINNATI,OH,45246,39.298319,-84.454082,20,Car-Dependent,0,0,0,0
4680,BROOKSTON DR, CINCINNATI,OH,45240,39.303356,-84.504105,13,Car-Dependent,0,0,0,0
4681,BENADIR RD, CINCINNATI,OH,45246,39.298869,-84.451035,21,Car-Dependent,0,0,0,0
4682,PEAK DR, CINCINNATI,OH,45246,39.302053,-84.489942,23,Car-Dependent,0,0,0,0
4683,AUDIE CT, CINCINNATI,OH,45246,39.300161,-84.449299,16,Car-Dependent,0,0,0,0
4684,SPRINGDALELAKE DR, CINCINNATI,OH,45246,39.301245,-84.484912,39,Car-Dependent,0,0,0,0
4685,ROSETTA CT, CINCINNATI,OH,45246,39.293256,-84.472559,27,Car-Dependent,0,0,0,0
4686,RUSKIN DR, CINCINNATI,OH,45246,39.291595,-84.47312,34,Car-Dependent,0,0,0,0
4687,SILVERWOOD CR, CINCINNATI,OH,45246,39.128996,-84.50687,92,Walker's Paradise,53,Bikeable,0,0
4688,HARTER AVE, CINCINNATI,OH,45246,39.288983,-84.474233,42,Car-Dependent,0,0,0,0
4689,WOODCREST CT, CINCINNATI,OH,45246,39.294306,-84.492789,33,Car-Dependent,0,0,0,0
4690,BALSAM CT, CINCINNATI,OH,45246,39.290785,-84.476506,39,Car-Dependent,0,0,0,0
4691,CONTAINER PL, CINCINNATI,OH,45246,39.30023,-84.473596,15,Car-Dependent,0,0,0,0
4692,WOODVIEW CT, CINCINNATI,OH,45246,39.293828,-84.494266,28,Car-Dependent,0,0,0,0
4693,BOXWOOD CT, CINCINNATI,OH,45246,39.294025,-84.491639,38,Car-Dependent,0,0,0,0
4694,EDINBURGH LN, CINCINNATI,OH,0,39.297477,-84.463775,25,Car-Dependent,0,0,0,0
4695,DROXFORD CT, CINCINNATI,OH,0,39.285065,-84.477388,59,Somewhat Walkable,0,0,0,0
4696,CENTERBURY CT, CINCINNATI,OH,0,39.285627,-84.477581,59,Somewhat Walkable,0,0,0,0
4697,DISTON LN, CINCINNATI,OH,45246,39.289751,-84.47662,46,Car-Dependent,0,0,0,0
4698,NELSON LN, CINCINNATI,OH,45246,39.292992,-84.478833,35,Car-Dependent,0,0,0,0
4699,BEDFORDGLEN LN, CINCINNATI,OH,0,39.285367,-84.481,59,Somewhat Walkable,0,0,0,0
4700,ASPEN CT, CINCINNATI,OH,45246,39.294174,-84.494296,28,Car-Dependent,0,0,0,0
4701,CARRIAGECIRCLE DR, CINCINNATI,OH,0,39.284786,-84.481668,59,Somewhat Walkable,0,0,0,0
4702,PRINCEWOOD CT, CINCINNATI,OH,45246,39.293652,-84.482132,37,Car-Dependent,0,0,0,0
4703,BERN LN, CINCINNATI,OH,0,39.297537,-84.463271,25,Car-Dependent,0,0,0,0
4704,CAMERON RD, CINCINNATI,OH,45246,39.279292,-84.486556,49,Car-Dependent,0,0,0,0
4705,GLENSFORD CT, CINCINNATI,OH,45246,39.27302,-84.483648,22,Car-Dependent,0,0,0,0
4706,NAYLOR CT, CINCINNATI,OH,45246,39.278151,-84.486578,42,Car-Dependent,0,0,0,0
4707,MAPLECIRCLE DR, CINCINNATI,OH,0,39.30027,-84.486922,32,Car-Dependent,0,0,0,0
4708,LISBON LN, CINCINNATI,OH,0,39.298243,-84.462563,16,Car-Dependent,0,0,0,0
4709,CLOVERDALE AVE, CINCINNATI,OH,45246,39.289995,-84.487267,41,Car-Dependent,0,0,0,0
4710,DIMMICK AVE, CINCINNATI,OH,45246,39.290855,-84.488117,56,Somewhat Walkable,0,0,0,0
4711,ROCKCREST DR, CINCINNATI,OH,45246,39.273383,-84.491384,37,Car-Dependent,0,0,0,0
4712,ARBOR CT, CINCINNATI,OH,45246,39.294061,-84.49199,38,Car-Dependent,0,0,0,0
4715,SALZBERG LN, CINCINNATI,OH,0,39.298362,-84.462655,16,Car-Dependent,0,0,0,0
4717,GRANDIN , CINCINNATI,OH,45246,39.123613,-84.439672,3,Car-Dependent,3,Somewhat Bikeable,0,0
4718,GLENSPRINGS DR, CINCINNATI,OH,45246,39.29397,-84.495031,28,Car-Dependent,0,0,0,0
4719,ALLEN AVE, CINCINNATI,OH,45246,39.293193,-84.499646,16,Car-Dependent,0,0,0,0
4720,CEDARHILL DR, CINCINNATI,OH,45246,39.299487,-84.498041,5,Car-Dependent,0,0,0,0
4721,CLEARFIELD LN, CINCINNATI,OH,45240,39.305237,-84.50623,8,Car-Dependent,0,0,0,0
4722,KEMPERCOMMONS CR, CINCINNATI,OH,45246,39.103475,-84.534585,61,Somewhat Walkable,49,Somewhat Bikeable,0,0
4724,YORKHAVEN RD, CINCINNATI,OH,45240,39.303646,-84.506052,14,Car-Dependent,0,0,0,0
4725,SUMMERFIELD LN, CINCINNATI,OH,45240,39.300563,-84.50925,9,Car-Dependent,0,0,0,0
4726,CASTRO LN, CINCINNATI,OH,45246,39.298615,-84.454054,20,Car-Dependent,0,0,0,0
4727,BEECH DR, CINCINNATI,OH,45215,39.172385,-84.501699,29,Car-Dependent,0,0,0,0
4729,WELLSPRING DR, CINCINNATI,OH,45231,39.235178,-84.52226,10,Car-Dependent,0,0,0,0
4730,JACKPINE CT, CINCINNATI,OH,45231,39.251731,-84.518654,4,Car-Dependent,0,0,0,0
4731,WINLAKE DR, CINCINNATI,OH,45231,39.25173,-84.518873,4,Car-Dependent,0,0,0,0
4732,SOUTHFIELD CT, CINCINNATI,OH,45231,39.240871,-84.519745,9,Car-Dependent,0,0,0,0
4733,THUNDERBIRD DR, CINCINNATI,OH,45231,39.22076,-84.522216,58,Somewhat Walkable,0,0,0,0
4734,BLUEJAY DR, CINCINNATI,OH,45231,39.221594,-84.523031,45,Car-Dependent,0,0,0,0
4735,VACATIONLAND DR, CINCINNATI,OH,45231,39.224135,-84.521673,62,Somewhat Walkable,0,0,0,0
4736,THOROUGHBRED LN, CINCINNATI,OH,45231,39.24967,-84.491455,5,Car-Dependent,0,0,0,0
4738,LOCHCREST DR, CINCINNATI,OH,45231,39.251365,-84.494134,3,Car-Dependent,0,0,0,0
4739,HARBURY DR, CINCINNATI,OH,45224,39.203879,-84.527404,31,Car-Dependent,0,0,0,0
4740,SUNWOOD CT, CINCINNATI,OH,45231,39.244431,-84.519908,6,Car-Dependent,0,0,0,0
4741,PELICAN DR, CINCINNATI,OH,45231,39.219719,-84.523378,33,Car-Dependent,0,0,0,0
4742,HOLLYTREE DR, CINCINNATI,OH,45231,39.225878,-84.521273,52,Somewhat Walkable,0,0,0,0
4743,MCKELVEY RD, CINCINNATI,OH,45231,39.245287,-84.519325,17,Car-Dependent,0,0,0,0
4744,TIMBER TL, CINCINNATI,OH,45224,39.209278,-84.52532,26,Car-Dependent,0,0,0,0
4745,CHATTERTON DR, CINCINNATI,OH,45231,39.250695,-84.519057,6,Car-Dependent,0,0,0,0
4746,WINSTEAD LN, CINCINNATI,OH,45231,39.25195,-84.49081,6,Car-Dependent,0,0,0,0
4747,JONQUIL LN, CINCINNATI,OH,45231,39.225754,-84.522538,52,Somewhat Walkable,0,0,0,0
4748,SHERMAN TE, CINCINNATI,OH,45231,39.246711,-84.519802,11,Car-Dependent,0,0,0,0
4749,HUFFMAN CT, CINCINNATI,OH,45231,39.233349,-84.520739,18,Car-Dependent,0,0,0,0
4750,SPRINGBEAUTY LN, CINCINNATI,OH,45231,39.259366,-84.576739,27,Car-Dependent,0,0,0,0
4751,GARNOA DR, CINCINNATI,OH,45231,39.242969,-84.520206,8,Car-Dependent,0,0,0,0
4752,NOHUNTA CT, CINCINNATI,OH,45231,39.248187,-84.520304,5,Car-Dependent,0,0,0,0
4754,REDBIRD DR, CINCINNATI,OH,45231,39.222275,-84.523337,45,Car-Dependent,0,0,0,0
4755,SPRUCEGLEN DR, CINCINNATI,OH,45224,39.212005,-84.524213,20,Car-Dependent,0,0,0,0
4757,FASKE DR, CINCINNATI,OH,45231,39.26246,-84.554176,12,Car-Dependent,0,0,0,0
4760,TOULON DR, CINCINNATI,OH,45240,39.262483,-84.495106,4,Car-Dependent,0,0,0,0
4761,WELLINGWOOD CT, CINCINNATI,OH,45240,39.26709,-84.550364,6,Car-Dependent,0,0,0,0
4762,MILLFARM CT, CINCINNATI,OH,45231,39.264329,-84.548204,3,Car-Dependent,0,0,0,0
4763,MORNINGGLORY LN, CINCINNATI,OH,45240,39.263923,-84.490528,2,Car-Dependent,0,0,0,0
4764,FORESTDALE LN, CINCINNATI,OH,45240,39.263616,-84.491765,3,Car-Dependent,0,0,0,0
4765,FLINTLOCK DR, CINCINNATI,OH,45231,39.234521,-84.524054,10,Car-Dependent,0,0,0,0
4766,MEREDITH DR, CINCINNATI,OH,45231,39.23786,-84.524049,11,Car-Dependent,0,0,0,0
4767,DEAUVILLE RD, CINCINNATI,OH,45240,39.265177,-84.491517,4,Car-Dependent,0,0,0,0
4768,STONEWOOD CT, CINCINNATI,OH,45240,39.269491,-84.546619,8,Car-Dependent,0,0,0,0
4769,MAPLEHILL DR, CINCINNATI,OH,45240,39.270959,-84.550973,10,Car-Dependent,0,0,0,0
4770,SHADOWRIDGE LN, CINCINNATI,OH,0,39.272323,-84.557121,28,Car-Dependent,0,0,0,0
4771,SPRUCEHILL DR, CINCINNATI,OH,45240,39.274541,-84.559488,36,Car-Dependent,0,0,0,0
4772,BIRCHRIDGE DR, CINCINNATI,OH,45240,39.275174,-84.560686,38,Car-Dependent,0,0,0,0
4774,TANGLEBERRY CT, CINCINNATI,OH,45240,39.275265,-84.553543,21,Car-Dependent,0,0,0,0
4775,CRYSTALHILL CT, CINCINNATI,OH,45240,39.275077,-84.55226,15,Car-Dependent,0,0,0,0
4776,HEMPSTEAD DR, CINCINNATI,OH,45231,39.223354,-84.525902,48,Car-Dependent,0,0,0,0
4777,MEADOWIND CT, CINCINNATI,OH,45231,39.229107,-84.525105,15,Car-Dependent,0,0,0,0
4778,MADELEINE CR, CINCINNATI,OH,45231,39.119215,-84.533364,71,Very Walkable,68,Bikeable,0,0
4779,HEARTHSTONE DR, CINCINNATI,OH,45231,39.218118,-84.527544,40,Car-Dependent,0,0,0,0
4780,GRACEWIND CT, CINCINNATI,OH,45231,39.22997,-84.525003,15,Car-Dependent,0,0,0,0
4781,MURKETT CT, CINCINNATI,OH,45231,39.226743,-84.528439,25,Car-Dependent,0,0,0,0
4782,EASTGATE DR, CINCINNATI,OH,45231,39.217436,-84.527869,40,Car-Dependent,0,0,0,0
4783,TASSIE LN, CINCINNATI,OH,45231,39.228234,-84.525688,17,Car-Dependent,0,0,0,0
4784,BELGREEN LN, CINCINNATI,OH,45240,39.29996,-84.552774,24,Car-Dependent,0,0,0,0
4785,CANFIELD CT, CINCINNATI,OH,45240,39.298358,-84.549,11,Car-Dependent,0,0,0,0
4786,BRIARFIELD CT, CINCINNATI,OH,45240,39.299251,-84.553943,24,Car-Dependent,0,0,0,0
4787,BROOKWAY DR, CINCINNATI,OH,45240,39.300024,-84.558976,45,Car-Dependent,0,0,0,0
4788,BLACKHAWK CR, CINCINNATI,OH,45240,39.300158,-84.555514,30,Car-Dependent,0,0,0,0
4789,CEDARCREEK DR, CINCINNATI,OH,45240,39.300168,-84.550206,15,Car-Dependent,0,0,0,0
4791,DEERHORN DR, CINCINNATI,OH,45240,39.2997,-84.546538,7,Car-Dependent,0,0,0,0
4792,HAZELHURST LN, CINCINNATI,OH,45240,39.299427,-84.53504,4,Car-Dependent,0,0,0,0
4793,BELLUNE DR, CINCINNATI,OH,45231,39.240289,-84.531088,10,Car-Dependent,0,0,0,0
4794,DOERUN CT, CINCINNATI,OH,45240,39.304492,-84.559522,24,Car-Dependent,0,0,0,0
4795,HAVILLAND CT, CINCINNATI,OH,45240,39.301922,-84.534153,5,Car-Dependent,0,0,0,0
4796,REGENCYRUN CT, CINCINNATI,OH,0,39.305195,-84.562226,48,Car-Dependent,0,0,0,0
4797,GOODFIELD CT, CINCINNATI,OH,45240,39.302281,-84.541124,12,Car-Dependent,0,0,0,0
4798,GREYSTONE CT, CINCINNATI,OH,45240,39.302606,-84.538061,5,Car-Dependent,0,0,0,0
4801,MURAT CT, CINCINNATI,OH,45231,39.229991,-84.532041,21,Car-Dependent,0,0,0,0
4802,LANDIS LN, CINCINNATI,OH,45231,39.224929,-84.534245,27,Car-Dependent,0,0,0,0
4803,ALDRICH AVE, CINCINNATI,OH,45231,39.226681,-84.533978,25,Car-Dependent,0,0,0,0
4804,BILOXI DR, CINCINNATI,OH,45231,39.245066,-84.533506,6,Car-Dependent,0,0,0,0
4805,NEWPORT , CINCINNATI,OH,45231,39.229826,-84.53365,28,Car-Dependent,0,0,0,0
4806,OVID AVE, CINCINNATI,OH,45231,39.229304,-84.534027,28,Car-Dependent,0,0,0,0
4807,WOODLAND AVE, CINCINNATI,OH,45237,39.291377,-84.327232,29,Car-Dependent,0,0,0,0
4808,ANGELA AVE, CINCINNATI,OH,45231,39.227854,-84.535728,29,Car-Dependent,0,0,0,0
4809,RIVIERA PL, CINCINNATI,OH,45231,39.24441,-84.535872,8,Car-Dependent,0,0,0,0
4810,HARTWOOD DR, CINCINNATI,OH,45240,39.299802,-84.534074,4,Car-Dependent,0,0,0,0
4811,RANDOMHILL RD, CINCINNATI,OH,45231,39.243735,-84.535653,6,Car-Dependent,0,0,0,0
4812,HAZELGROVE DR, CINCINNATI,OH,45240,39.304597,-84.537385,7,Car-Dependent,0,0,0,0
4813,AMESBURY DR, CINCINNATI,OH,45231,39.249587,-84.53751,0,Car-Dependent,0,0,0,0
4814,STABURN AVE, CINCINNATI,OH,45216,39.206238,-84.476909,36,Car-Dependent,51,Bikeable,0,0
4815,GRAYMONT CT, CINCINNATI,OH,45240,39.303568,-84.537334,6,Car-Dependent,0,0,0,0
4816,FORESTER DR, CINCINNATI,OH,45240,39.304203,-84.538446,7,Car-Dependent,0,0,0,0
4817,ACREVIEW DR, CINCINNATI,OH,45240,39.270466,-84.541856,6,Car-Dependent,0,0,0,0
4818,BERMUDA PL, CINCINNATI,OH,45231,39.244923,-84.543178,26,Car-Dependent,0,0,0,0
4820,SILVERGLADE CT, CINCINNATI,OH,45240,39.269481,-84.543315,6,Car-Dependent,0,0,0,0
4821,LOCKBOURNE DR, CINCINNATI,OH,45240,39.26721,-84.548693,7,Car-Dependent,0,0,0,0
4822,NEWBROOK DR, CINCINNATI,OH,45231,39.24959,-84.549511,16,Car-Dependent,0,0,0,0
4823,HUDEPOHL LN, CINCINNATI,OH,45231,39.247505,-84.550315,19,Car-Dependent,0,0,0,0
4825,FULLERTON DR, CINCINNATI,OH,45240,39.304805,-84.54686,11,Car-Dependent,0,0,0,0
4826,GRAYRICK DR, CINCINNATI,OH,45231,39.245125,-84.552035,9,Car-Dependent,0,0,0,0
4827,CLAYBURN CR, CINCINNATI,OH,45240,39.2974,-84.547743,9,Car-Dependent,0,0,0,0
4828,MILLSPRING CT, CINCINNATI,OH,45231,39.262822,-84.550147,10,Car-Dependent,0,0,0,0
4829,FALLBROOK LN, CINCINNATI,OH,45240,39.305682,-84.547487,14,Car-Dependent,0,0,0,0
4830,BRIARROSE CT, CINCINNATI,OH,45231,39.257376,-84.551631,7,Car-Dependent,0,0,0,0
4831,ASPENHILL DR, CINCINNATI,OH,45240,39.270595,-84.551779,13,Car-Dependent,0,0,0,0
4832,GREENPINE DR, CINCINNATI,OH,45231,39.254011,-84.553945,11,Car-Dependent,0,0,0,0
4833,BLUEHILL DR, CINCINNATI,OH,0,39.271146,-84.554414,22,Car-Dependent,0,0,0,0
4834,CRESWELL DR, CINCINNATI,OH,45240,39.297845,-84.551186,15,Car-Dependent,0,0,0,0
4835,MISTYHILL DR, CINCINNATI,OH,45240,39.274276,-84.551982,15,Car-Dependent,0,0,0,0
4838,CENTERBROOK CT, CINCINNATI,OH,45240,39.300927,-84.551249,10,Car-Dependent,0,0,0,0
4839,WINDMILL WY, CINCINNATI,OH,45240,39.273577,-84.552613,14,Car-Dependent,0,0,0,0
4840,BROADHURST AVE, CINCINNATI,OH,45240,39.298646,-84.551818,20,Car-Dependent,0,0,0,0
4841,EDGEWATER DR, CINCINNATI,OH,45240,39.29962,-84.544614,6,Car-Dependent,0,0,0,0
4842,SEVENHILLS DR, CINCINNATI,OH,45240,39.276826,-84.551987,7,Car-Dependent,0,0,0,0
4843,SAFARI DR, CINCINNATI,OH,45231,39.256503,-84.555488,13,Car-Dependent,0,0,0,0
4844,LOTUSHILL DR, CINCINNATI,OH,45240,39.273198,-84.553852,19,Car-Dependent,0,0,0,0
4846,THIRD AVE, CINCINNATI,OH,45224,39.205831,-84.559603,35,Car-Dependent,0,0,0,0
4847,SIXTH AVE, CINCINNATI,OH,45224,39.207792,-84.558995,33,Car-Dependent,0,0,0,0
4848,MILESWOODS DR, CINCINNATI,OH,45231,39.251903,-84.562156,9,Car-Dependent,0,0,0,0
4849,ADAMSRIDGE DR, CINCINNATI,OH,45231,39.242584,-84.559313,5,Car-Dependent,0,0,0,0
4850,FOURTH AVE, CINCINNATI,OH,45224,39.2064,-84.560162,30,Car-Dependent,0,0,0,0
4851,ARROWOOD PL, CINCINNATI,OH,45231,39.248907,-84.562738,7,Car-Dependent,0,0,0,0
4852,DEERMEADOW DR, CINCINNATI,OH,45240,39.306491,-84.557882,27,Car-Dependent,0,0,0,0
4853,MCKINLEY AVE, CINCINNATI,OH,45224,39.206913,-84.561235,34,Car-Dependent,0,0,0,0
4854,GALLOWAY CT, CINCINNATI,OH,45240,39.301492,-84.557101,30,Car-Dependent,0,0,0,0
4855,GARFIELD AVE, CINCINNATI,OH,45224,39.207456,-84.561354,34,Car-Dependent,0,0,0,0
4857,TRAPP CT, CINCINNATI,OH,45231,39.253616,-84.565249,11,Car-Dependent,0,0,0,0
4858,HILLROSE CT, CINCINNATI,OH,45240,39.300786,-84.557862,36,Car-Dependent,0,0,0,0
4859,WOODACRE DR, CINCINNATI,OH,45231,39.24374,-84.560595,10,Car-Dependent,0,0,0,0
4860,RIDGEWAY RD, CINCINNATI,OH,45216,39.208787,-84.485572,21,Car-Dependent,36,Somewhat Bikeable,0,0
4862,DEBLIN DR, CINCINNATI,OH,45239,39.209135,-84.566,24,Car-Dependent,0,0,0,0
4863,ROXANNA DR, CINCINNATI,OH,45231,39.247021,-84.562552,4,Car-Dependent,0,0,0,0
4864,MAGDALENA DR, CINCINNATI,OH,45231,39.245962,-84.564231,7,Car-Dependent,0,0,0,0
4865,ADAMSCREEK DR, CINCINNATI,OH,45231,39.242299,-84.564941,19,Car-Dependent,0,0,0,0
4866,WOODBLUFF CT, CINCINNATI,OH,45231,39.239767,-84.566627,11,Car-Dependent,0,0,0,0
4867,LYNNFORK AVE, CINCINNATI,OH,45231,39.246914,-84.566887,13,Car-Dependent,0,0,0,0
4868,FORESTWOOD DR, CINCINNATI,OH,45216,39.206929,-84.487379,15,Car-Dependent,0,0,0,0
4869,MEADOWCREST RD, CINCINNATI,OH,0,39.239842,-84.488667,2,Car-Dependent,0,0,0,0
4870,FLEMING RD, CINCINNATI,OH,0,39.235683,-84.490136,10,Car-Dependent,0,0,0,0
4871,KARENLAW LN, CINCINNATI,OH,45231,39.241452,-84.492033,2,Car-Dependent,0,0,0,0
4873,MCCREARY CT, CINCINNATI,OH,0,39.238,-84.490092,1,Car-Dependent,0,0,0,0
4874,BRUCEHILLS DR, CINCINNATI,OH,45224,39.214163,-84.494158,4,Car-Dependent,11,Somewhat Bikeable,0,0
4877,BEECHTREE DR, CINCINNATI,OH,45224,39.212037,-84.500823,12,Car-Dependent,0,0,0,0
4878,BALLYCLARE TE, CINCINNATI,OH,45240,39.266005,-84.492079,4,Car-Dependent,0,0,0,0
4879,LAKERIDGE DR, CINCINNATI,OH,45231,39.250208,-84.489881,7,Car-Dependent,0,0,0,0
4880,SHEFFIELD RD, CINCINNATI,OH,45240,39.267166,-84.492775,13,Car-Dependent,0,0,0,0
4881,CONRAD DR, CINCINNATI,OH,45231,39.238939,-84.496441,8,Car-Dependent,0,0,0,0
4882,CLEMRAY DR, CINCINNATI,OH,45231,39.101732,-84.601034,18,Car-Dependent,0,0,0,0
4884,MEADOWTRAIL CT, CINCINNATI,OH,45231,39.241727,-84.496414,1,Car-Dependent,0,0,0,0
4886,MARIE AVE, CINCINNATI,OH,45224,39.148639,-84.390351,57,Somewhat Walkable,53,Bikeable,0,0
4887,STELLA AVE, CINCINNATI,OH,45224,39.203266,-84.535352,32,Car-Dependent,37,Somewhat Bikeable,0,0
4889,MARVIEW TE, CINCINNATI,OH,45231,39.233937,-84.502698,25,Car-Dependent,0,0,0,0
4890,WITHERBY AVE, CINCINNATI,OH,45224,39.207269,-84.558615,33,Car-Dependent,33,Somewhat Bikeable,0,0
4891,GOLFWAY DR, CINCINNATI,OH,45239,39.204881,-84.566574,26,Car-Dependent,29,Somewhat Bikeable,0,0
4892,VINCENNES CT, CINCINNATI,OH,45231,39.232237,-84.502539,22,Car-Dependent,0,0,0,0
4893,DOEPKE LN, CINCINNATI,OH,45231,39.219397,-84.50705,13,Car-Dependent,0,0,0,0
4894,MONALISA CT, CINCINNATI,OH,45239,39.205471,-84.567666,26,Car-Dependent,29,Somewhat Bikeable,0,0
4895,CHRISTOPAL DR, CINCINNATI,OH,45231,39.22742,-84.504088,23,Car-Dependent,0,0,0,0
4896,RIDGEFIELD DR, CINCINNATI,OH,45224,39.203959,-84.530076,30,Car-Dependent,0,0,0,0
4897,GREENFIELD DR, CINCINNATI,OH,45224,39.202589,-84.525335,43,Car-Dependent,38,Somewhat Bikeable,0,0
4898,CHARANN LN, CINCINNATI,OH,45224,39.204065,-84.528506,31,Car-Dependent,0,0,0,0
4899,THOMASVIEW CT, CINCINNATI,OH,45231,39.238235,-84.503581,15,Car-Dependent,0,0,0,0
4900,SANDALWOOD LN, CINCINNATI,OH,45224,39.203413,-84.526182,43,Car-Dependent,0,0,0,0
4901,GREENTREE DR, CINCINNATI,OH,45224,39.204432,-84.522963,46,Car-Dependent,0,0,0,0
4902,PINEKNOLL DR, CINCINNATI,OH,45224,39.204354,-84.511152,24,Car-Dependent,0,0,0,0
4903,PARKVIEW DR, CINCINNATI,OH,45224,39.204085,-84.516765,21,Car-Dependent,0,0,0,0
4904,SOMERSET DR, CINCINNATI,OH,45224,39.204055,-84.51561,30,Car-Dependent,0,0,0,0
4905,BUFF CT, CINCINNATI,OH,45231,39.230435,-84.506779,37,Car-Dependent,0,0,0,0
4906,BRIDLEPATH , CINCINNATI,OH,0,39.113392,-84.263671,2,Car-Dependent,0,0,0,0
4907,EDMAR CT, CINCINNATI,OH,45239,39.207732,-84.567507,15,Car-Dependent,0,0,0,0
4908,SILVERHEDGE DR, CINCINNATI,OH,45231,39.231161,-84.505794,33,Car-Dependent,0,0,0,0
4909,KENBYRNE CT, CINCINNATI,OH,45239,39.208642,-84.567917,19,Car-Dependent,0,0,0,0
4910,BRYNMAWR DR, CINCINNATI,OH,45224,39.205078,-84.517712,12,Car-Dependent,0,0,0,0
4911,TERRYLYNN CT, CINCINNATI,OH,45239,39.208996,-84.569279,13,Car-Dependent,27,Somewhat Bikeable,0,0
4912,WARDER DR, CINCINNATI,OH,45224,39.204606,-84.514261,26,Car-Dependent,0,0,0,0
4913,REYNARD AVE, CINCINNATI,OH,45231,39.223133,-84.508134,37,Car-Dependent,0,0,0,0
4914,ASHFORD CT, CINCINNATI,OH,45231,39.237428,-84.50547,27,Car-Dependent,0,0,0,0
4915,CASTLEGATE LN, CINCINNATI,OH,0,39.210961,-84.50929,19,Car-Dependent,0,0,0,0
4916,GREENFRINGE LN, CINCINNATI,OH,45224,39.207514,-84.52175,41,Car-Dependent,0,0,0,0
4917,WOODFIELD DR, CINCINNATI,OH,45231,39.243192,-84.505184,10,Car-Dependent,0,0,0,0
4918,IPSWICH DR, CINCINNATI,OH,45224,39.207968,-84.494426,11,Car-Dependent,0,0,0,0
4919,VIEWPLACE DR, CINCINNATI,OH,45224,39.208562,-84.502655,15,Car-Dependent,0,0,0,0
4920,GREENFARMS DR, CINCINNATI,OH,45224,39.20972,-84.524216,29,Car-Dependent,0,0,0,0
4921,EDGEMONT RD, CINCINNATI,OH,45237,39.199346,-84.464609,48,Car-Dependent,48,Somewhat Bikeable,0,0
4924,VIEWCREST CT, CINCINNATI,OH,45231,39.239514,-84.507362,13,Car-Dependent,0,0,0,0
4925,CROWDEN DR, CINCINNATI,OH,0,39.21484,-84.512909,41,Car-Dependent,0,0,0,0
4926,PINEGLEN DR, CINCINNATI,OH,45224,39.211386,-84.522512,17,Car-Dependent,0,0,0,0
