"address_x","lat","long","age","community_council_neighborhood","cpd_neighborhood","crashdate","crashlocation","crashseverity","crashseverityid","datecrashreported","dayofweek","gender","injuries","instanceid","lightconditionsprimary","localreportno","mannerofcrash","roadconditionsprimary","roadcontour","roadsurface","sna_neighborhood","typeofperson","weather","zip","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"9XX MT ADAMS DR",39.11139,-84.497932,"OVER 70","N/A","N/A","06/20/2013 03:52:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/20/2013 03:52:00 PM +0000","THU","F - FEMALE","5 - FATAL","59DFE402-B4C9-454F-979F-25A5C5AA5937","1 - DAYLIGHT","135007504","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45202",0.0987237063877122,580028,39.111993465718,-84.4986045403911,"Mt. Adams",274619
"2XX E KING DR",39.135838,-84.505954,"61-70","N/A","N/A","05/28/2018 10:10:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"05/28/2018 10:10:00 AM +0000","MON","F - FEMALE","5 - FATAL","2B51DCE8-25FE-471E-9B88-8D760A87742A","1 - DAYLIGHT","185007482","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45219",0.149271878527099,610039,39.1367457111998,-84.5053821787705,"Corryville",200172
"E I74 AT 19-1 MM",39.154915,-84.542021,"18-25","N/A","N/A","04/12/2014 12:35:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"04/12/2014 12:35:00 PM +0000","SAT","F - FEMALE","5 - FATAL","8EE5B1FD-BB9B-452B-8BC9-BCD52AB044E5","1 - DAYLIGHT","145002812","6 - ANGLE","01 - DRY","2 - STRAIGHT GRADE","1 - CONCRETE","N/A","D - DRIVER","1 - CLEAR","45225",0.16637088633865,770047,39.1547509609859,-84.5415295885511,"Northside",274791
"3XX E 8TH ST",39.104163,-84.509026,"OVER 70","N/A","N/A","03/03/2017 11:05:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"03/03/2017 11:05:00 AM +0000","FRI","F - FEMALE","5 - FATAL","3D2A58AB-1050-425B-8034-FA8A03EE2612","1 - DAYLIGHT","175003100","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",0.179443205657746,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
"25XX BALTIMORE AV",39.15406,-84.563293,"26-30","N/A","N/A","07/09/2015 01:13:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/09/2015 01:14:00 PM +0000","THU","M - MALE","5 - FATAL","E46E2219-15B2-4AA8-8A80-0B4D21C33C3B","1 - DAYLIGHT","155009387","3 - HEAD-ON","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45225",0.187797662255804,870047,39.1547485620357,-84.5641217202366,"East Westwood",273574
"29XX BEEKMAN ST",39.137723,-84.548917,"31-40","NORTH FAIRMOUNT","ENGLISH  WOODS","11/26/2017 06:36:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"11/26/2017 06:36:00 AM +0000","SUN","M - MALE","5 - FATAL","FB139F96-EC9A-47AB-A317-14BE20F04171","4 - DARK - LIGHTED ROADWAY","175018067","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","1 - CONCRETE","NORTH FAIRMOUNT","D - DRIVER","1 - CLEAR","45225",0.190941911562399,800039,39.1367506829148,-84.5483072282032,"North Fairmount",274707
"73XX READING RD",39.19442,-84.459351,"UNDER 18","ROSELAWN","ROSELAWN","12/02/2015 02:19:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/02/2015 02:20:00 AM +0000","WED","M - MALE","5 - FATAL","9D2E2C5B-E291-4C6C-A076-CF579DA144F0","4 - DARK - LIGHTED ROADWAY","155017621","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","ROSELAWN","O - OCCUPANT","1 - CLEAR","45237",0.149591161341917,410065,39.1952235108452,-84.4601979332664,"Roselawn",203265
"55XX COLUMBIA PY",39.136676,-84.403528,"51-60","N/A","N/A","09/14/2013 07:30:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/14/2013 07:33:00 PM +0000","SAT","M - MALE","5 - FATAL","B0AFAA56-A6F0-48E2-8957-763290963758","1 - DAYLIGHT","135010169","2 - REAR-END","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45227",0.16137083256493,160038,39.1344211347436,-84.4037176854102,"Linwood",201803
"3XX E 8TH ST",39.104933,-84.509226,"OVER 70","N/A","N/A","03/03/2017 11:05:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"03/03/2017 11:05:00 AM +0000","FRI","F - FEMALE","5 - FATAL","5B83437F-BD6B-4BB2-B598-72C32CD0D2DE","1 - DAYLIGHT","175003100","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",0.179443205657746,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
"48XX READING RD",39.174116,-84.466943,"61-70","BOND HILL","BONDHILL","04/19/2015 03:40:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"04/19/2015 03:43:00 PM +0000","SUN","F - FEMALE","5 - FATAL","9527FD0F-5960-4F9C-A7AD-BE9727219AD9","1 - DAYLIGHT","155005384","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","BOND HILL","D - DRIVER","4 - RAIN","45237",0.154733388365111,440056,39.1749779461206,-84.4669755681551,"Bond Hill",199607
"9XX W LIBERTY ST",39.113617,-84.529348,"61-70","N/A","N/A","03/28/2015 01:05:00 PM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"03/28/2015 01:06:00 PM +0000","SAT","M - MALE","5 - FATAL","9E069939-E7C1-4671-BBF8-FB5030BEE65B","1 - DAYLIGHT","155004262","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45214",0.129741045492584,720029,39.1142504879697,-84.5302335225278,"West End",276647
"15XX CARLL ST",39.134201,-84.546315,"18-25","N/A","N/A","06/24/2016 01:58:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/24/2016 01:59:00 AM +0000","FRI","M - MALE","5 - FATAL","67723564-409A-4528-A856-D5E36BDD9B03","4 - DARK - LIGHTED ROADWAY","165009836","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45225",0.160369697131074,790038,39.1345008116981,-84.5460480149962,"North Fairmount",274707
"8XX DUTCH COLONY DR",39.189864,-84.519019,"UNKNOWN","N/A","N/A","12/28/2017 04:57:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/28/2017 04:58:00 PM +0000","THU","F - FEMALE","5 - FATAL","6E7F5B70-5A61-4180-9705-E7830F53AC1D","1 - DAYLIGHT","175019704","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45232",0.112201844426856,670063,39.1907490303561,-84.5189374566634,"Winton Hills",276110
"18XX WILLIAM HOWARD TAFT RD",39.127187,-84.469901,"31-40","N/A","N/A","08/27/2017 11:20:00 PM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"08/27/2017 11:21:00 PM +0000","SUN","M - MALE","5 - FATAL","D8CB5AFC-19C9-44D4-9692-E4DF72FE9B4F","4 - DARK - LIGHTED ROADWAY","175012824","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45206",0.142554337289749,450033,39.1232293030429,-84.4692347801341,"East End",273544
"50XX PADDOCK RD",39.178605,-84.476741,"31-40","BOND HILL","BONDHILL","02/17/2017 02:10:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/17/2017 02:12:00 PM +0000","FRI","M - MALE","5 - FATAL","5DDBF946-4A00-401C-A372-7E8ACC4A9C9A","1 - DAYLIGHT","175002371","3 - HEAD-ON","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","BOND HILL","D - DRIVER","1 - CLEAR","45237",0.168701481235636,480058,39.1794832717037,-84.4760124158162,"Bond Hill",199607
"71XX READING RD",39.188748,-84.463711,"31-40","N/A","N/A","06/29/2014 02:20:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"06/29/2014 02:23:00 AM +0000","SUN","F - FEMALE","5 - FATAL","BCA11E65-B83B-4BB4-8ADA-451A04C15A6A","4 - DARK - LIGHTED ROADWAY","145005386","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45237",0.178087191896863,430062,39.1884765163934,-84.4647163564059,"Bond Hill",199607
"S I75 AT 5-8 MM",39.160822,-84.522079,"18-25","CLIFTON - SPRING GROVE VILLAGE","NORTHSIDE","05/27/2018 01:07:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/27/2018 01:08:00 AM +0000","SUN","M - MALE","5 - FATAL","457BC6EB-72CE-40A2-A56F-80969254CAF9","4 - DARK - LIGHTED ROADWAY","185007437","3 - HEAD-ON","01 - DRY","4 - CURVE GRADE","1 - CONCRETE","CLIFTON","D - DRIVER","1 - CLEAR","45223",0.185623598993179,680050,39.1614993968278,-84.5211966698236,"Northside",274791
"55XX COLUMBIA PY",39.136696,-84.404328,"51-60","N/A","N/A","09/14/2013 07:30:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/14/2013 07:33:00 PM +0000","SAT","M - MALE","5 - FATAL","EF6CD3EA-E21C-4644-BD4F-0FB4477B896D","1 - DAYLIGHT","135010169","2 - REAR-END","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45227",0.0643581771805619,170039,39.1366737521853,-84.4059768935858,"Mt. Lookout",274623
"N I75 AT 0-9 MM",39.1024,-84.523491,"UNDER 18","N/A","N/A","02/20/2014 10:07:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/20/2014 10:08:00 PM +0000","THU","F - FEMALE","5 - FATAL","F835DFCA-9B4C-4AA4-90FF-0E56CE9AF2BF","4 - DARK - LIGHTED ROADWAY","145001508","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","2 - CLOUDY","",0.195952880490373,690024,39.1029996928754,-84.5234558830451,"West End",276647
"2XX E KING DR",39.136058,-84.504714,"61-70","N/A","N/A","05/28/2018 10:10:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"05/28/2018 10:10:00 AM +0000","MON","F - FEMALE","5 - FATAL","CF35E7E5-C0A4-4088-96DF-D945CA8B6205","1 - DAYLIGHT","185007482","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45219",0.149271878527099,610039,39.1367457111998,-84.5053821787705,"Corryville",200172
"38XX READING RD",39.153949,-84.483405,"51-60","N/A","N/A","05/26/2017 10:24:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/26/2017 10:25:00 PM +0000","FRI","M - MALE","5 - FATAL","6DC90880-5383-481A-A496-22BA4446A54E","4 - DARK - LIGHTED ROADWAY","175007925","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45229",0.131664517744517,510047,39.1547367853876,-84.4827900525042,"North Avondale",274686
"53XX MADISON RD",39.161235,-84.403326,"31-40","N/A","N/A","07/05/2016 09:35:00 PM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"07/05/2016 09:35:00 PM +0000","TUE","M - MALE","5 - FATAL","B52F4087-8BA4-438A-AD1E-1E11206ADD1F","4 - DARK - LIGHTED ROADWAY","165010575","6 - ANGLE","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45227",0.128204712524751,160050,39.1614211437521,-84.4037176853237,"Madisonville",201948
"50XX PADDOCK RD",39.178913,-84.477923,"51-60","N/A","N/A","03/18/2017 01:09:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"03/18/2017 01:09:00 AM +0000","SAT","M - MALE","5 - FATAL","0794B76E-521E-4F26-9B34-DD4C6C6C24BE","4 - DARK - LIGHTED ROADWAY","175003936","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45237",0.139491356443037,490058,39.1794844932039,-84.4782716279425,"Bond Hill",199607
"65XX MONTGOMERY RD",39.18802,-84.414174,"26-30","KENNEDY HEIGHTS","KENNEDY  HEIGHTS","12/25/2013 12:10:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/25/2013 12:12:00 AM +0000","WED","M - MALE","5 - FATAL","054AA6BF-9A78-4665-A633-55BC1F19F7E2","4 - DARK - LIGHTED ROADWAY","135013104","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","KENNEDY HEIGHTS","D - DRIVER","1 - CLEAR","45213",0.0579760566543053,210062,39.1884338047751,-84.4150137277658,"Kennedy Heights",201559
"7XX E PETE ROSE WY",39.100966,-84.501598,"18-25","DOWNTOWN","C. B. D. / RIVERFRONT","05/30/2014 11:45:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/30/2014 11:46:00 AM +0000","FRI","M - MALE","5 - FATAL","7501BBA0-5D76-474A-9A8F-8DBBABA566D3","1 - DAYLIGHT","145004115","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","DOWNTOWN","D - DRIVER","1 - CLEAR","45202",0.0962072758128066,590023,39.1007442408128,-84.5008637531845,"Central Business District",273189
"29XX CLIFTON AV",39.134235,-84.521471,"51-60","N/A","N/A","09/02/2016 07:55:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"09/02/2016 07:55:00 PM +0000","FRI","M - MALE","5 - FATAL","D096FEA2-8F69-4A93-9639-D55EA5B5598A","3 - DUSK","165014254","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45220",0.202075018114686,680038,39.1344993725419,-84.5211966698672,"CUF",273417
"40XX RED BANK RD",39.150805,-84.405086,"51-60","N/A","N/A","11/16/2015 08:05:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"11/16/2015 08:08:00 PM +0000","MON","F - FEMALE","5 - FATAL","7C3DB6CF-9527-4E31-B90F-E16BA2C470B5","4 - DARK - LIGHTED ROADWAY","155016717","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45227",0.190905721839574,170045,39.1501737569487,-84.4059768935412,"Oakley",202657
"S I75 AT 8-8 MM",39.187899,-84.482828,"26-30","N/A","N/A","09/24/2016 05:55:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/24/2016 05:55:00 PM +0000","SAT","M - MALE","5 - FATAL","A5C4A666-E4C7-42D3-8C88-88AACE7182DB","1 - DAYLIGHT","165015645","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45237",0.121356426030807,500062,39.1884856782365,-84.4805308401158,"Bond Hill",199607
"N I75 AT 0-9 MM",39.10185,-84.524431,"26-30","N/A","N/A","02/20/2014 10:07:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/20/2014 10:08:00 PM +0000","THU","F - FEMALE","5 - FATAL","BB2BED48-54D6-4C05-B833-857658A3196D","4 - DARK - LIGHTED ROADWAY","145001508","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","",0.114879113867848,690023,39.1007496908302,-84.5234558830484,"Central Business District",273189
"S I75 AT 8-8 MM",39.187799,-84.481668,"26-30","N/A","N/A","09/24/2016 05:55:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/24/2016 05:55:00 PM +0000","SAT","M - MALE","5 - FATAL","1759A438-9CC2-4F59-8E7C-126A2DFEC13B","1 - DAYLIGHT","165015645","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45237",0.121356426030807,500062,39.1884856782365,-84.4805308401158,"Bond Hill",199607
"65XX MONTGOMERY RD",39.18927,-84.415014,"26-30","KENNEDY HEIGHTS","KENNEDY  HEIGHTS","12/25/2013 12:10:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/25/2013 12:12:00 AM +0000","WED","M - MALE","5 - FATAL","C65D6B01-6BCE-4561-874E-8F69FE99E1F2","4 - DARK - LIGHTED ROADWAY","135013104","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","KENNEDY HEIGHTS","D - DRIVER","1 - CLEAR","45213",0.0579760566543053,210062,39.1884338047751,-84.4150137277658,"Kennedy Heights",201559
"23XX DANA AV",39.142053,-84.455204,"26-30","N/A","N/A","07/26/2015 12:40:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/26/2015 12:40:00 PM +0000","SUN","M - MALE","5 - FATAL","DD84D140-9A6D-4A98-9875-0E2D1C36FB2F","1 - DAYLIGHT","155010239","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45208",0.174347516211221,390041,39.1412202887755,-84.4556795107625,"Hyde Park",201414
"10XX W NORTH BEND RD",39.201874,-84.459088,"OVER 70","N/A","N/A","05/20/2014 09:08:00 AM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"05/20/2014 09:09:00 AM +0000","TUE","M - MALE","5 - FATAL","2E110AF8-4112-432A-8CCA-C3096F5D7B5C","1 - DAYLIGHT","145003862","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45224",0.133390366963446,410068,39.2019735156111,-84.4601979332404,"Roselawn",203265
"62XX RIDGE AV",39.184895,-84.427872,"OVER 70","PLEASANT RIDGE","PLEASANT RIDGE","06/27/2014 03:28:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/27/2014 03:34:00 PM +0000","FRI","F - FEMALE","5 - FATAL","E47F44B1-968A-4518-9C3B-851EE14F17EF","1 - DAYLIGHT","145005322","3 - HEAD-ON","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","PLEASANT RIDGE","D - DRIVER","1 - CLEAR","45213",0.125158451834496,270060,39.1839475451838,-84.4285689839243,"Pleasant Ridge",202946
"38XX VINE",39.15627,-84.506008,"41-50","N/A","N/A","01/16/2014 03:05:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"01/16/2014 03:06:00 PM +0000","THU","F - FEMALE","5 - FATAL","B63FF103-9530-4303-9D48-89C2570DC9F3","1 - DAYLIGHT","145000444","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","6 - SNOW","45217",0.155479051516149,610048,39.1569957288811,-84.5053821787227,"Clifton",200052
"46XX RIVER RD",39.079601,-84.633085,"61-70","N/A","N/A","06/06/2017 03:20:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/06/2017 03:23:00 PM +0000","TUE","M - MALE","5 - FATAL","CC3E6B8E-1EB5-4185-9332-7DDB967B880F","1 - DAYLIGHT","175008487","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45233",0.148107307799478,1180014,39.0804633588355,-84.6341572971108,"Riverside",203181
"36XX READING RD",39.147997,-84.487916,"41-50","AVONDALE - NORTH AVONDALE","NORTH AVONDALE","04/24/2014 03:45:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","1 - FATAL INJURY",1,"04/24/2014 03:47:00 PM +0000","THU","M - MALE","5 - FATAL","BDFE5884-FB2F-4E74-9841-18D6284F4E83","1 - DAYLIGHT","145003109","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","AVONDALE","D - DRIVER","1 - CLEAR","45229",0.110401552973693,530044,39.1479889170744,-84.4873084772881,"North Avondale",274686
"S I75 AT 7-5 MM",39.182353,-84.483815,"41-50","N/A","N/A","06/05/2015 09:25:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/05/2015 09:30:00 PM +0000","FRI","M - MALE","5 - FATAL","622E6174-2E47-497B-AF96-F246EFED5427","4 - DARK - LIGHTED ROADWAY","155007723","6 - ANGLE","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45237",0.148577011846619,510059,39.181736807138,-84.4827900524161,"Bond Hill",199607
"50XX WINTON RD",39.184041,-84.522443,"26-30","N/A","N/A","03/28/2017 10:46:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"03/28/2017 10:47:00 AM +0000","TUE","F - FEMALE","5 - FATAL","838145F8-6AB6-42BA-B66D-1F6C07F0E4D2","1 - DAYLIGHT","175004471","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45232",0.124444057893965,690060,39.183999765993,-84.5234558829234,"Winton Hills",276110
"41XX READING RD",39.159255,-84.473448,"31-40","PADDOCK HILLS","PADDOCK  HILLS","02/19/2016 11:11:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/19/2016 11:12:00 PM +0000","FRI","M - MALE","5 - FATAL","FB4E318B-CD98-4622-8739-BC1FDF941177","4 - DARK - LIGHTED ROADWAY","165002567","6 - ANGLE","02 - WET","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","NORTH AVONDALE - PADDOCK HILLS","D - DRIVER","1 - CLEAR","45229",0.109083990208038,470049,39.159231990969,-84.4737532038416,"Paddock Hills",274942
"16XX QUEEN CITY AV",39.109567,-84.545952,"51-60","N/A","N/A","06/29/2016 01:05:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"06/29/2016 01:05:00 PM +0000","WED","M - MALE","5 - FATAL","5D68CF0C-AB7B-4F67-A365-D852CF7CE3F5","1 - DAYLIGHT","165010107","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45214",0.146044953590136,790027,39.1097507890803,-84.546048015005,"Lower Price Hill",276431
"46XX COLERAIN AV",39.169073,-84.556118,"UNKNOWN","N/A","N/A","05/11/2018 08:25:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/11/2018 08:25:00 AM +0000","FRI","F - FEMALE","5 - FATAL","536A8256-BCDE-4E06-9F79-E9092997282F","1 - DAYLIGHT","185006542","8 - SIDESWIPE, OPPOSITE DIRECTION","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45223",0.182770768422074,830053,39.1682500572018,-84.5550848677598,"Mt. Airy",274620
"27XX HARRISON AV",39.142001,-84.589466,"26-30","N/A","N/A","06/08/2018 12:40:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"06/08/2018 12:43:00 AM +0000","FRI","F - FEMALE","5 - FATAL","A30C8EEB-893C-41FE-8FCD-6E192544AAEF","4 - DARK - LIGHTED ROADWAY","185008002","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45211",0.148686928951578,980041,39.1412408740867,-84.5889730615639,"Westwood",204284
