"srvy_address","strsegid","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"PASADENA AV & BELMONT AV, Cincinnati, OH, USA","3007273153530081890680","PASADENA AV & BELMONT AV, Cincinnati, OH, USA",39.194165,-84.550998,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill",200100,0.11497361990807,810065,39.1952505614065,-84.5505664413938,"College Hill",200100
"MARSHALL AV & HALLMAR AV, Cincinnati, OH, USA","3292590840832926038771","MARSHALL AV & HALLMAR AV, Cincinnati, OH, USA",39.132011,-84.530389,"locality,political","locality","OH","Hamilton","Cincinnati","CUF",273417,0.169984253488724,720037,39.1322505043761,-84.5302335225069,"CUF",273417
"ASPEN AV & W NORTH BEND RD, Cincinnati, OH, USA","3017028486130175194821","ASPEN AV & W NORTH BEND RD, Cincinnati, OH, USA",39.203281,-84.552129,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill",200100,0.0505595714126103,820069,39.2042503513403,-84.5528256545858,"College Hill",200100
"WARNER ST & FLORA ST, Cincinnati, OH, USA","3294132580332941736195","WARNER ST & FLORA ST, Cincinnati, OH, USA",39.126975,-84.524447,"locality,political","locality","OH","Hamilton","Cincinnati","CUF",273417,0.101441229607189,690035,39.1277497153227,-84.5234558830079,"CUF",273417
"ERIE CT & BROTHERTON CT, Cincinnati, OH, USA","4548666543945486695081","ERIE CT & BROTHERTON CT, Cincinnati, OH, USA",39.15157,-84.404026,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville",201948,0.114311161875752,160046,39.1524211407539,-84.4037176853525,"Madisonville",201948
"E OGDEN PL & VINE ST, Cincinnati, OH, USA","3326937672833274036786","E OGDEN PL & VINE ST, Cincinnati, OH, USA",39.191702,-84.482892,"locality,political","locality","OH","Hamilton","Cincinnati","Carthage",199885,0.120587423950508,510063,39.190736814366,-84.4827900523868,"Carthage",199885
"GLADE AV & BURNEY LN, Cincinnati, OH, USA","5106300876150963569337","GLADE AV & BURNEY LN, Cincinnati, OH, USA",39.081058,-84.394537,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.0999349173943775,120014,39.0804102181971,-84.3946808545465,"Mt. Washington",274624
"ST GREGORY ST & PAVILION ST, Cincinnati, OH, USA","3351669970633518869681","ST GREGORY ST & PAVILION ST, Cincinnati, OH, USA",39.107572,-84.496183,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams",274619,0.051974955052537,570026,39.1074926333937,-84.4963453276906,"Mt. Adams",274619
"COLUMBIA PKWY & MCDOWELL ST, Cincinnati, OH, USA","4098851250740989582371","COLUMBIA PKWY & MCDOWELL ST, Cincinnati, OH, USA",39.1164,-84.437405,"locality,political","locality","OH","Hamilton","Cincinnati","Columbia-Tusculum",273334,0.10578034435729,310030,39.1164557947662,-84.4376058244373,"Columbia-Tusculum",273334
"HUTTON ST & MORSE ST, Cincinnati, OH, USA","4575660464245760074125","HUTTON ST & MORSE ST, Cincinnati, OH, USA",39.121184,-84.415455,"locality,political","locality","OH","Hamilton","Cincinnati","Linwood",201803,0.118909730545201,210032,39.1209337761124,-84.4150137280114,"Linwood",201803
"ROOKWOOD LN & EDWARDS RD, Cincinnati, OH, USA","4087035763140871088383","ROOKWOOD LN & EDWARDS RD, Cincinnati, OH, USA",39.142482,-84.443064,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.151860510693302,330042,39.1434596922079,-84.4421242452268,"Hyde Park",201414
"SPRING GROVE AV & CLIFTON AV, Cincinnati, OH, USA","3266726056632673850994","SPRING GROVE AV & CLIFTON AV, Cincinnati, OH, USA",39.132963,-84.520299,"locality,political","locality","OH","Hamilton","Cincinnati","CUF",273417,0.092885767945577,680037,39.1322493705131,-84.5211966698708,"CUF",273417
"RAPID RUN PIKE & RUTLEDGE AV, Cincinnati, OH, USA","2516604572625170635211","RAPID RUN PIKE & RUTLEDGE AV, Cincinnati, OH, USA",39.110839,-84.587978,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll",275981,0.14925109899461,980027,39.1097408475904,-84.5889730615122,"West Price HIll",275981
"MCHENRY AV & HARRISON AV, Cincinnati, OH, USA","2527893252925284072250","MCHENRY AV & HARRISON AV, Cincinnati, OH, USA",39.143712,-84.578346,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood",204284,0.118391966290936,930042,39.1434950192755,-84.5776769980024,"Westwood",204284
"SYCAMORE ST & E CENTRAL PKWY, Cincinnati, OH, USA","3358250003533582829851","SYCAMORE ST & E CENTRAL PKWY, Cincinnati, OH, USA",39.116009,-84.510511,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Auburn",274621,0.118316115884703,630030,39.1164969580073,-84.5099006046658,"Mt. Auburn",274621
"W 8TH ST & PURCELL AV, Cincinnati, OH, USA","2882600874828826769489","W 8TH ST & PURCELL AV, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End",276647,0.100943252079673,680024,39.1029993440687,-84.521196669918,"West End",276647
"W 8TH ST & CHATEAU AV, Cincinnati, OH, USA","2883930902828839609362","W 8TH ST & CHATEAU AV, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End",276647,0.100943252079673,680024,39.1029993440687,-84.521196669918,"West End",276647
"CARSON AV & LACLEDE AV, Cincinnati, OH, USA","2500171219525004851937","CARSON AV & LACLEDE AV, Cincinnati, OH, USA",39.11387,-84.571501,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.118789818546308,900029,39.1142469560067,-84.5708993592611,"East Price Hill",273561
"OLIVE AV & ST LAWRENCE AV, Cincinnati, OH, USA","2500241126625004751245","OLIVE AV & ST LAWRENCE AV, Cincinnati, OH, USA",39.1086,-84.573568,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.200835363063918,910026,39.1074963395828,-84.5731585721983,"East Price Hill",273561
"PRICE AV & CHATEAU AV, Cincinnati, OH, USA","2884002978028843039749","PRICE AV & CHATEAU AV, Cincinnati, OH, USA",39.106671,-84.557865,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.134771840987532,840026,39.107499696961,-84.5573440809021,"East Price Hill",273561
"PRICE AV & SUMMIT AV, Cincinnati, OH, USA","2884303974928846019721","PRICE AV & SUMMIT AV, Cincinnati, OH, USA",39.106671,-84.557865,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.134771840987532,840026,39.107499696961,-84.5573440809021,"East Price Hill",273561
"VINE ST BRIDGE & FORT WASHINGTON EB WY, Cincinnati, OH, USA","3327445652333274686414","VINE ST BRIDGE & FORT WASHINGTON EB WY, Cincinnati, OH, USA",39.15089,-84.509976,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton",200052,0.100082984924661,630045,39.1502469878526,-84.5099006045931,"Avondale",199345
"BISHOP ST & W MARTIN LUTHER KING JR DR, Cincinnati, OH, USA","3286936001732873220001","BISHOP ST & W MARTIN LUTHER KING JR DR, Cincinnati, OH, USA",39.137012,-84.513692,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton",200052,0.132149065189799,650039,39.1367480662235,-84.514419030625,"Clifton",200052
"VICTORY PKWY & E MCMILLAN ST, Cincinnati, OH, USA","3705561612937056156692","VICTORY PKWY & E MCMILLAN ST, Cincinnati, OH, USA",39.121049,-84.48528,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills",204112,0.162470433857979,520032,39.1209878482241,-84.4850492649587,"Walnut Hills",204112
"MAIN ST & E 3RD ST, Cincinnati, OH, USA","3348363667933484106418","MAIN ST & E 3RD ST, Cincinnati, OH, USA",39.099661,-84.505821,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.11479790120566,610023,39.1007456796175,-84.5053821788555,"Central Business District",273189
"RIDGE AV & MAPLELEAF AV, Cincinnati, OH, USA","4272238387342722813588","RIDGE AV & MAPLELEAF AV, Cincinnati, OH, USA",39.18799,-84.429535,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge",202946,0.112558821596911,270061,39.1861975463565,-84.4285689839155,"Pleasant Ridge",202946
"OBSERVATORY AV & EDWARDS RD, Cincinnati, OH, USA","4077035027340772900250","OBSERVATORY AV & EDWARDS RD, Cincinnati, OH, USA",39.142482,-84.443064,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.151860510693302,330042,39.1434596922079,-84.4421242452268,"Hyde Park",201414
"BROWNWAY AV & MINOT AV, Cincinnati, OH, USA","4250656592642510876246","BROWNWAY AV & MINOT AV, Cincinnati, OH, USA",39.152577,-84.434401,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley",202657,0.13993022394018,300046,39.1524538094936,-84.4353466140335,"Oakley",202657
"BEECHMONT AV & BURNEY LN, Cincinnati, OH, USA","5096056051650964290034","BEECHMONT AV & BURNEY LN, Cincinnati, OH, USA",39.081423,-84.374743,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington",274624,0.10433377565408,30014,39.0803831465662,-84.3743479955207,"Mt. Washington",274624
"WINTON RD & DERBY AV, Cincinnati, OH, USA","3255912300032559493423","WINTON RD & DERBY AV, Cincinnati, OH, USA",39.171005,-84.515609,"locality,political","locality","OH","Hamilton","Cincinnati","Winton Place",204406,0.136968422937247,660054,39.1704985760771,-84.5166782436142,"Winton Place",204406
"CLAYTON ST & WOODBURN AV, Cincinnati, OH, USA","3707570715237079307102","CLAYTON ST & WOODBURN AV, Cincinnati, OH, USA",39.143574,-84.457184,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.0658677800063833,400042,39.1434719040332,-84.4579387220586,"Hyde Park",201414
"RIDGE AV & MONTGOMERY RD, Cincinnati, OH, USA","4282243655342822506396","RIDGE AV & MONTGOMERY RD, Cincinnati, OH, USA",39.18799,-84.429535,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge",202946,0.112558821596911,270061,39.1861975463565,-84.4285689839155,"Pleasant Ridge",202946
"CARY AV & W NORTH BEND RD, Cincinnati, OH, USA","3017592480930182874740","CARY AV & W NORTH BEND RD, Cincinnati, OH, USA",39.208109,-84.549903,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill",200100,0.0978610200248944,810071,39.2087505735487,-84.5505664413921,"College Hill",200100
"MCPHERSON AV & WARSAW AV, Cincinnati, OH, USA","2490996062428710531183","MCPHERSON AV & WARSAW AV, Cincinnati, OH, USA",39.109837,-84.560733,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill",273561,0.0752956333916025,860027,39.1097489577524,-84.5618625071345,"East Price Hill",273561
"MONTGOMERY RD & LANGDON FARM RD, Cincinnati, OH, USA","4289859528342801095435","MONTGOMERY RD & LANGDON FARM RD, Cincinnati, OH, USA",39.143837,-84.470086,"locality,political","locality","OH","Hamilton","Cincinnati","Evanston",200632,0.10981283075634,450042,39.1434793183571,-84.46923478006,"Evanston",200632
"PARK AV & MYRTLE AV, Cincinnati, OH, USA","3705228763737056947639","PARK AV & MYRTLE AV, Cincinnati, OH, USA",39.132124,-84.48553,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills",204112,0.0666669677285881,520037,39.1322378574396,-84.4850492649229,"Walnut Hills",204112
"SEDALIA AL & E MCMILLAN ST, Cincinnati, OH, USA","3703908631037046026234","SEDALIA AL & E MCMILLAN ST, Cincinnati, OH, USA",39.155117,-84.38529,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville",201948,0.133637045962105,80047,39.1546486350499,-84.385644026233,"Madisonville",201948
"BOWEN ST & E 7TH ST, Cincinnati, OH, USA","3357586842933578178469","BOWEN ST & E 7TH ST, Cincinnati, OH, USA",39.104291,-84.509603,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.102911145008809,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
"READING RD & CLINTON SPRINGS AV, Cincinnati, OH, USA","3686116569636861636349","READING RD & CLINTON SPRINGS AV, Cincinnati, OH, USA",39.130367,-84.498196,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale",199345,0.113154074017031,580036,39.1299934812124,-84.4986045403433,"Avondale",199345
"BURCH AV & MADISON RD, Cincinnati, OH, USA","4076374225840766722480","BURCH AV & MADISON RD, Cincinnati, OH, USA",39.14498,-84.446666,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.0953795626755352,350042,39.1434633993688,-84.4466426666118,"Hyde Park",201414
"COLERIDGE AV & ZINSLE AV, Cincinnati, OH, USA","4517010762445170458016","COLERIDGE AV & ZINSLE AV, Cincinnati, OH, USA",39.185766,-84.408465,"locality,political","locality","OH","Hamilton","Cincinnati","Kennedy Heights",201559,0.102738669922699,180061,39.1861763435952,-84.4082361017668,"Kennedy Heights",201559
"RIVER RD & WILKENS SHORT RD, Cincinnati, OH, USA","1163914571011642445806","RIVER RD & WILKENS SHORT RD, Cincinnati, OH, USA",39.100269,-84.670744,"locality,political","locality","OH","Hamilton","Cincinnati","Riverside",203181,0.134771840987532,1350023,39.1006763118141,-84.6725638618917,"Riverside",203181
"AUBURN AV & E HOLLISTER ST, Cincinnati, OH, USA","3378775624233787795981","AUBURN AV & E HOLLISTER ST, Cincinnati, OH, USA",39.127708,-84.508732,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville",200172,0.251098224056966,620035,39.1277463574527,-84.5076413916964,"Corryville",200172
"KIRBY AV & BRUCE AV, Cincinnati, OH, USA","2988260135129883721689","KIRBY AV & BRUCE AV, Cincinnati, OH, USA",39.192758,-84.567595,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Airy",274620,0.120012599847322,890064,39.1929975925893,-84.5686401463396,"Mt. Airy",274620
"E 3RD ST TO COLUMBIA EB PKWY RAMP & FT WSHNGTN EB TO COLUMBIA EB RAMP, Cincinnati, OH, USA","3351531849033525759290","E 3RD ST TO COLUMBIA EB PKWY RAMP & FT WSHNGTN EB TO COLUMBIA EB RAMP, Cincinnati, OH, USA",39.124547,-84.458198,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.18882176580334,400034,39.1254718913905,-84.4579387221286,"Hyde Park",201414
"CHEVIOT AV & PENROSE PL, Cincinnati, OH, USA","2381040488223819734836","CHEVIOT AV & PENROSE PL, Cincinnati, OH, USA",39.150833,-84.60656,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood",204284,0.181174179468566,1060045,39.1502319840037,-84.607046760012,"Westwood",204284
"MARSHALL AV & PROBASCO ST, Cincinnati, OH, USA","3283212976032837589685","MARSHALL AV & PROBASCO ST, Cincinnati, OH, USA",39.132253,-84.534195,"locality,political","locality","OH","Hamilton","Cincinnati","Camp Washington",199841,0.0630812086726499,740037,39.1322508096467,-84.5347519489116,"Camp Washington",199841
"VINE ST & JEFFERSON AV, Cincinnati, OH, USA","3388216979833882479924","VINE ST & JEFFERSON AV, Cincinnati, OH, USA",39.114419,-84.516319,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.067999483229627,660029,39.1142485257709,-84.5166782437173,"Over-The-Rhine",202750
"DIGBY AV & PROBASCO ST, Cincinnati, OH, USA","3284441963332847639622","DIGBY AV & PROBASCO ST, Cincinnati, OH, USA",39.13312,-84.522993,"locality,political","locality","OH","Hamilton","Cincinnati","CUF",273417,0.138472162069643,690037,39.132249719394,-84.5234558830011,"CUF",273417
"E 8TH ST & SYCAMORE ST, Cincinnati, OH, USA","3358164880933584638856","E 8TH ST & SYCAMORE ST, Cincinnati, OH, USA",39.105008,-84.51001,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.102911145008809,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
"LLANFAIR AV & WINTROP AV, Cincinnati, OH, USA","3007538196730075952501","LLANFAIR AV & WINTROP AV, Cincinnati, OH, USA",39.196839,-84.549939,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill",200100,0.134117852334957,810066,39.1975005634322,-84.5505664413936,"College Hill",200100
"WINTON RD & MCMAKIN AV, Cincinnati, OH, USA","3255949342332559833797","WINTON RD & MCMAKIN AV, Cincinnati, OH, USA",39.171273,-84.519851,"locality,political","locality","OH","Hamilton","Cincinnati","Winton Place",204406,0.0950976748983424,670054,39.1704990122989,-84.5189374566983,"Winton Place",204406
"ROSSLYN DR & ERIE AV, Cincinnati, OH, USA","4547228416245478234532","ROSSLYN DR & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville",201948,0.168681087045429,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
"KENDALL AV & MADISON RD, Cincinnati, OH, USA","4075396205640756451718","KENDALL AV & MADISON RD, Cincinnati, OH, USA",39.145101,-84.450434,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.111199102247776,370043,39.1457169335721,-84.4511610884527,"Hyde Park",201414
"STANLEY LN & STANLEY AV, Cincinnati, OH, USA","4220632307842208573317","STANLEY LN & STANLEY AV, Cincinnati, OH, USA",39.118254,-84.432021,"locality,political","locality","OH","Hamilton","Cincinnati","Columbia-Tusculum",273334,0.173327977839759,290031,39.1187017407463,-84.4330874040391,"Columbia-Tusculum",273334
"WOODBRIDGE PL & STANLEY AV, Cincinnati, OH, USA","4099186206440994202166","WOODBRIDGE PL & STANLEY AV, Cincinnati, OH, USA",39.115497,-84.435375,"locality,political","locality","OH","Hamilton","Cincinnati","Columbia-Tusculum",273334,0.102488263797081,300030,39.1164537889311,-84.4353466141776,"Columbia-Tusculum",273334
"ELSINORE AV & VAN METER ST, Cincinnati, OH, USA","3351010005233610921317","ELSINORE AV & VAN METER ST, Cincinnati, OH, USA",39.111764,-84.499733,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams",274619,0.107221254894979,580028,39.111993465718,-84.4986045403911,"Mt. Adams",274619
"TIMRICK CT & MOUNTVILLE DR, Cincinnati, OH, USA","2069480027823903630709","TIMRICK CT & MOUNTVILLE DR, Cincinnati, OH, USA",39.137609,-84.611966,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood",204284,0.0806907430919486,1080039,39.1367293132469,-84.6115651838182,"Westwood",204284
"MISSOURI AV & NEWELL PL, Cincinnati, OH, USA","4098874314340994883756","MISSOURI AV & NEWELL PL, Cincinnati, OH, USA",39.118255,-84.435797,"locality,political","locality","OH","Hamilton","Cincinnati","Columbia-Tusculum",273334,0.173327977839759,300031,39.1187037902199,-84.4353466141686,"Columbia-Tusculum",273334
"WASSON RD & MICHIGAN AV, Cincinnati, OH, USA","4067991339040780432857","WASSON RD & MICHIGAN AV, Cincinnati, OH, USA",39.144763,-84.441034,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.123484731962748,330043,39.1457096935867,-84.4421242452177,"Oakley",202657
"LOWER GRANDIN RD & EDWARDS RD, Cincinnati, OH, USA","4086900622840869626885","LOWER GRANDIN RD & EDWARDS RD, Cincinnati, OH, USA",39.136049,-84.443653,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.127194375217607,340039,39.1367115633639,-84.4443834558869,"Hyde Park",201414
"GRANDIN RD & CORBIN DR, Cincinnati, OH, USA","4085026713340854257002","GRANDIN RD & CORBIN DR, Cincinnati, OH, USA",39.124375,-84.449139,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.157933962377562,360034,39.1254651757625,-84.4489018775519,"Hyde Park",201414
"COLUMBIA PKWY & WILLIAM H TAFT RD, Cincinnati, OH, USA","3751435589337515406385","COLUMBIA PKWY & WILLIAM H TAFT RD, Cincinnati, OH, USA",39.124547,-84.458198,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park",201414,0.18882176580334,400034,39.1254718913905,-84.4579387221286,"Hyde Park",201414
"AULT PARK AV & ERIE AV, Cincinnati, OH, USA","4244844132345551121297","AULT PARK AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville",201948,0.168681087045429,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
"BRIGHTON BRIDGE APPROACH BRIDGE & CENTRAL PKWY, Cincinnati, OH, USA","2941659595732920885138","BRIGHTON BRIDGE APPROACH BRIDGE & CENTRAL PKWY, Cincinnati, OH, USA",39.121221,-84.528741,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.126647387213807,710032,39.1210002760952,-84.5279743093363,"Over-The-Rhine",202750
"E FREEDOM WY & WALNUT ST, Cincinnati, OH, USA","3348016595833480495735","E FREEDOM WY & WALNUT ST, Cincinnati, OH, USA",39.105627,-84.512417,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.133777796479842,640025,39.1052475148416,-84.5121598176706,"Central Business District",273189
"ATHENS AV & RUSHTON RD, Cincinnati, OH, USA","4099488375642296033700","ATHENS AV & RUSHTON RD, Cincinnati, OH, USA",39.119867,-84.435256,"locality,political","locality","OH","Hamilton","Cincinnati","Columbia-Tusculum",273334,0.0993627308476626,300032,39.1209537915082,-84.4353466141596,"Columbia-Tusculum",273334
"ERICH KUNZEL WY & GRANT ST, Cincinnati, OH, USA","3315883011533159239882","ERICH KUNZEL WY & GRANT ST, Cincinnati, OH, USA",39.108382,-84.518633,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.0648663684749024,670026,39.1074989557249,-84.5189374568069,"Over-The-Rhine",202750
"PANDORA AV & NORHAM AV, Cincinnati, OH, USA","4272131478542725284753","PANDORA AV & NORHAM AV, Cincinnati, OH, USA",39.177682,-84.42612,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge",202946,0.0957879536188256,260057,39.1771953604498,-84.4263097742303,"Pleasant Ridge",202946
"FAIRFIELD AV & DEXTER AV, Cincinnati, OH, USA","3768806909137691599055","FAIRFIELD AV & DEXTER AV, Cincinnati, OH, USA",39.133473,-84.467312,"locality,political","locality","OH","Hamilton","Cincinnati","Evanston",200632,0.138472162069643,440038,39.1344779160107,-84.4669755683055,"Evanston",200632
"FAIRFIELD AV & DEXTER AV, Cincinnati, OH, USA","3769159905537695349015","FAIRFIELD AV & DEXTER AV, Cincinnati, OH, USA",39.133473,-84.467312,"locality,political","locality","OH","Hamilton","Cincinnati","Evanston",200632,0.138472162069643,440038,39.1344779160107,-84.4669755683055,"Evanston",200632
"WOLD AV & DEXTER AV, Cincinnati, OH, USA","3769534901537501628946","WOLD AV & DEXTER AV, Cincinnati, OH, USA",39.135126,-84.468339,"locality,political","locality","OH","Hamilton","Cincinnati","Evanston",200632,0.144937025003536,450038,39.1344793115572,-84.4692347800929,"Evanston",200632
"CENTRAL AV & STARK ST, Cincinnati, OH, USA","3303681460633040304323","CENTRAL AV & STARK ST, Cincinnati, OH, USA",39.119641,-84.524746,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.197314293150875,700031,39.1187500124118,-84.5257150961712,"West End",276647
"PITTS AV & CHASE AV, Cincinnati, OH, USA","2978278062429786360504","PITTS AV & CHASE AV, Cincinnati, OH, USA",39.163379,-84.545549,"locality,political","locality","OH","Hamilton","Cincinnati","Northside",274791,0.127121826950269,790051,39.1637508383073,-84.5460480149858,"Northside",274791
"E 12TH ST & CLAY ST, Cincinnati, OH, USA","3357525015633577550194","E 12TH ST & CLAY ST, Cincinnati, OH, USA",39.109911,-84.506797,"locality,political","locality","OH","Hamilton","Cincinnati","Pendleton",202841,0.105457996857499,620027,39.1097463415759,-84.507641391737,"Pendleton",202841
"E 14TH ST & CLAY ST, Cincinnati, OH, USA","3307357112333675891162","E 14TH ST & CLAY ST, Cincinnati, OH, USA",39.111253,-84.511704,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.113070424206559,640028,39.1119975208634,-84.5121598176568,"Over-The-Rhine",202750
"MARSHALL AV & CENTRAL PKWY, Cincinnati, OH, USA","3292266881332923808470","MARSHALL AV & CENTRAL PKWY, Cincinnati, OH, USA",39.132253,-84.534195,"locality,political","locality","OH","Hamilton","Cincinnati","Camp Washington",199841,0.0630812086726499,740037,39.1322508096467,-84.5347519489116,"Camp Washington",199841
"MAIN ST & E 9TH ST, Cincinnati, OH, USA","3357903934933579379128","MAIN ST & E 9TH ST, Cincinnati, OH, USA",39.105942,-84.510359,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.102911145008809,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
"E 12TH ST & W 12TH ST, Cincinnati, OH, USA","3316839004033170690077","E 12TH ST & W 12TH ST, Cincinnati, OH, USA",39.108785,-84.51156,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.111126953286008,640027,39.1097475188569,-84.5121598176614,"Over-The-Rhine",202750
"MOORE ST & MOORE ST TERM N OF E 15TH ST, Cincinnati, OH, USA","3306727168533070291654","MOORE ST & MOORE ST TERM N OF E 15TH ST, Cincinnati, OH, USA",39.112103,-84.514906,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.13142631598781,650028,39.1119980441079,-84.5144190306731,"Over-The-Rhine",202750
"CENTRAL PKWY & SHUTE AL, Cincinnati, OH, USA","3315467980633154789934","CENTRAL PKWY & SHUTE AL, Cincinnati, OH, USA",39.108078,-84.518559,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.0648663684749024,670026,39.1074989557249,-84.5189374568069,"Over-The-Rhine",202750
"CENTRAL PKWY & EZZARD CHARLES DR, Cincinnati, OH, USA","3315350045033154560046","CENTRAL PKWY & EZZARD CHARLES DR, Cincinnati, OH, USA",39.121221,-84.528741,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine",202750,0.126647387213807,710032,39.1210002760952,-84.5279743093363,"Over-The-Rhine",202750
"FERGUSON PL & GLENWAY AV, Cincinnati, OH, USA","2401591700724016556878","FERGUSON PL & GLENWAY AV, Cincinnati, OH, USA",39.126315,-84.604624,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll",275981,0.110602324847478,1050034,39.1254832294555,-84.6047875479134,"West Price HIll",275981
"BURNET AV & KASOTA ST, Cincinnati, OH, USA","3381135139533811791814","BURNET AV & KASOTA ST, Cincinnati, OH, USA",39.133086,-84.501258,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville",200172,0.105202369835696,590037,39.1322442681282,-84.5008637531039,"Avondale",199345
"E 6TH ST & SYCAMORE ST, Cincinnati, OH, USA","3358588813333586197958","E 6TH ST & SYCAMORE ST, Cincinnati, OH, USA",39.103432,-84.506783,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.133965827080759,620024,39.1029963356098,-84.5076413917523,"Central Business District",273189
"MAIN ST & E 6TH ST, Cincinnati, OH, USA","3358123805833583568095","MAIN ST & E 6TH ST, Cincinnati, OH, USA",39.103432,-84.506783,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District",273189,0.133965827080759,620024,39.1029963356098,-84.5076413917523,"Central Business District",273189
"CALHOUN ST & CLIFTON AV, Cincinnati, OH, USA","3295311744332955537476","CALHOUN ST & CLIFTON AV, Cincinnati, OH, USA",39.128426,-84.518125,"locality,political","locality","OH","Hamilton","Cincinnati","CUF",273417,0.0725216122984474,670035,39.1277489739748,-84.518937456772,"CUF",273417
"APPLE HILL RD & KELLOGG AV, Cincinnati, OH, USA","4182263524741832526401","APPLE HILL RD & KELLOGG AV, Cincinnati, OH, USA",39.094674,-84.428643,"locality,political","locality","OH","Hamilton","Cincinnati","East End",273544,0.119952201748679,270020,39.0939474979102,-84.4285689842787,"East End",273544
