"address_x","lat","long","age","community_council_neighborhood","cpd_neighborhood","crashdate","crashlocation","crashseverity","crashseverityid","datecrashreported","dayofweek","gender","injuries","instanceid","lightconditionsprimary","localreportno","mannerofcrash","roadconditionsprimary","roadcontour","roadsurface","sna_neighborhood","typeofperson","weather","zip","injury_type_num","cost","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"54XX KIRBY AV",39.191793,-84.567905,"18-25","N/A","N/A","07/12/2014 01:30:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","2 - INJURY",2,"07/12/2014 01:30:00 PM +0000","SAT","F - FEMALE","2 - POSSIBLE","8E0B8171-0DAD-4EA1-9513-FD8655694090","1 - DAYLIGHT","145005943","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45223",2,1.103,0.110941618986764,890063,39.19074759061,-84.5686401463379,"Mt. Airy",274620
"18XX LARCH AV",39.194864,-84.551214,"31-40","COLLEGE HILL","COLLEGE  HILL","08/14/2014 02:06:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","2 - INJURY",2,"08/14/2014 02:06:00 PM +0000","THU","F - FEMALE","2 - POSSIBLE","5BF1F3AC-C3A6-4B09-BB6A-AE39965E7BE8","1 - DAYLIGHT","145007314","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","COLLEGE HILL","P - PEDESTRIAN","1 - CLEAR","45224",2,1.103,0.134100620090759,810065,39.1952505614065,-84.5505664413938,"College Hill",200100
"3XX LUDLOW AV",39.144253,-84.522076,"51-60","N/A","N/A","01/08/2017 10:50:00 AM +0000","03 - T-INTERSECTION","2 - INJURY",2,"01/08/2017 10:50:00 AM +0000","SUN","M - MALE","2 - POSSIBLE","FA78D03F-0808-4838-831E-6AD52CB27EAA","1 - DAYLIGHT","175000420","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45220",2,1.103,0.110495035795511,680042,39.1434993806495,-84.5211966698527,"Clifton",200052
"16XX PULTE ST",39.136681,-84.549271,"UNDER 18","NORTH FAIRMOUNT","NORTH FAIRMOUNT","04/22/2018 03:10:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"04/22/2018 03:13:00 PM +0000","SUN","M - MALE","2 - POSSIBLE","657A9A90-C164-4796-85EE-086E4A9D7295","1 - DAYLIGHT","185005568","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","NORTH FAIRMOUNT","P - PEDESTRIAN","2 - CLOUDY","45225",2,1.103,0.184725681203155,800039,39.1367506829148,-84.5483072282032,"North Fairmount",274707
"8XX BEECHER",39.13287,-84.490795,"UNDER 18","WALNUT HILLS","WALNUT HILLS","03/16/2013 05:44:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"03/16/2013 05:45:00 PM +0000","SAT","M - MALE","2 - POSSIBLE","9E3A4415-186F-449F-99EB-A03D9DC071B3","1 - DAYLIGHT","135003342","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","WALNUT HILLS","P - PEDESTRIAN","1 - CLEAR","45206",2,1.103,0.117284107154416,550037,39.1322408665383,-84.4918269023594,"Walnut Hills",204112
"36XX BEECHMONT AV",39.123091,-84.418255,"51-60","LINWOOD","LINWOOD","10/27/2014 07:00:00 AM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"10/27/2014 07:10:16 AM +0000","MON","F - FEMALE","2 - POSSIBLE","36E1F901-5D9F-4193-9816-51A29C418C08","5 - DARK – ROADWAY NOT LIGHTIED","145010752","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","COLUMBIA TUSCULUM","P - PEDESTRIAN","1 - CLEAR","45226",2,1.103,0.101261174495321,220033,39.1231861754708,-84.4172729369915,"Mt. Lookout",274623
"42XX KIRBY",39.16523,-84.54749,"26-30","N/A","N/A","06/04/2014 11:49:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","2 - INJURY",2,"06/05/2014 12:29:07 AM +0000","WED","M - MALE","3 - NON-INCAPACITATING","1625D5D3-5E2B-4AA4-8928-847E177D24B2","4 - DARK - LIGHTED ROADWAY","145004337","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45223",3,0.304,0.103092731542063,800052,39.1660007094862,-84.5483072281962,"Northside",274791
"13XX W NORTH BEND RD",39.203151,-84.541065,"26-30","COLLEGE HILL","COLLEGE  HILL","08/31/2016 06:30:25 AM +0000","03 - T-INTERSECTION","2 - INJURY",2,"08/31/2016 07:30:23 AM +0000","WED","F - FEMALE","2 - POSSIBLE","15AB1EFA-5491-46BF-BA15-BFA673548C60","1 - DAYLIGHT","165014054","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","COLLEGE HILL","P - PEDESTRIAN","1 - CLEAR","45224",2,1.103,0.0994585870303563,770069,39.2042510058329,-84.541529588522,"College Hill",200100
"7XX MCPHERSON AV",39.11013,-84.563831,"26-30","EAST PRICE HILL","EAST PRICE HILL","08/19/2014 12:30:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"08/19/2014 12:33:00 PM +0000","TUE","F - FEMALE","2 - POSSIBLE","7440FAD2-67BF-419E-9068-9A635659B971","1 - DAYLIGHT","145007502","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","EAST PRICE HILL","P - PEDESTRIAN","1 - CLEAR","45205",2,1.103,0.0978479598581897,870027,39.1097485217221,-84.564121720212,"East Price Hill",273561
"15XX NORTH BEND RD",39.203605,-84.545813,"31-40","COLLEGE HILL","COLLEGE  HILL","06/19/2017 08:30:34 AM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"06/19/2017 08:33:35 AM +0000","MON","M - MALE","3 - NON-INCAPACITATING","15926EC7-D4A1-4EB3-9132-741692C7319F","1 - DAYLIGHT","175009161","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","COLLEGE HILL","P - PEDESTRIAN","1 - CLEAR","45224",3,0.304,0.108607750133956,790069,39.2042508749342,-84.5460480149714,"College Hill",200100
"53XX BAHAMA",39.189005,-84.56633,"UNDER 18","MOUNT AIRY","MOUNT AIRY","06/09/2013 08:10:00 PM +0000","01 - NOT AN INTERSECTION","3 - PROPERTY DAMAGE ONLY (PDO)",3,"06/09/2013 08:14:00 PM +0000","SUN","F - FEMALE","1 - NO INJURY / NONE REPORTED","5FEB74F5-3C28-451B-A918-8A13CB92F184","1 - DAYLIGHT","135007032","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","MT. AIRY","P - PEDESTRIAN","1 - CLEAR","45223",1,10.082,0.102357617987655,880062,39.1884981121643,-84.5663809333117,"Mt. Airy",274620
"49XX PADDOCK RD",39.176754,-84.477871,"UNDER 18","BOND HILL","BONDHILL","12/20/2017 04:13:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","2 - INJURY",2,"12/20/2017 04:16:00 PM +0000","WED","F - FEMALE","2 - POSSIBLE","B00CF522-5005-4F86-A625-70BC97A5DE7F","1 - DAYLIGHT","175019379","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","BOND HILL","P - PEDESTRIAN","1 - CLEAR","45237",2,1.103,0.192514181062791,490057,39.1772344914319,-84.4782716279501,"Bond Hill",199607
"54XX GLENGATE LN",39.172926,-84.434491,"26-30","N/A","N/A","07/14/2015 04:25:11 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"07/14/2015 04:27:00 PM +0000","TUE","F - FEMALE","2 - POSSIBLE","4FF045B4-419B-4758-B55A-76DBF445617E","3 - DUSK","155009658","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45212",2,1.103,0.141501100573598,300055,39.1727038210053,-84.4353466139523,"Pleasant Ridge",202946
"10XX BROADWAY ST",39.108507,-84.506771,"61-70","DOWNTOWN - PENDLETON","C. B. D. / RIVERFRONT","11/05/2017 09:20:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"11/06/2017 02:30:00 AM +0000","SUN","F - FEMALE","3 - NON-INCAPACITATING","7AAA86AA-7246-4A25-8E22-68DC6071DF2D","4 - DARK - LIGHTED ROADWAY","175017029","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","1 - CONCRETE","PENDLETON","P - PEDESTRIAN","1 - CLEAR","45202",3,0.304,0.119267762967107,620026,39.1074963395879,-84.5076413917421,"Central Business District",273189
"49XX HAMILTON AV",39.181906,-84.544566,"31-40","N/A","N/A","10/14/2016 01:55:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"10/14/2016 01:56:00 PM +0000","FRI","F - FEMALE","2 - POSSIBLE","EA55891B-D8CF-4252-9440-56889CC40F30","1 - DAYLIGHT","165016924","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45224",2,1.103,0.193325359098758,780059,39.1817509418686,-84.5437888017594,"College Hill",200100
"21XX W NORTH BEND RD",39.188709,-84.580001,"OVER 70","N/A","N/A","10/16/2017 06:30:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"10/16/2017 06:32:00 PM +0000","MON","F - FEMALE","4 - INCAPACITATING","B4F998A6-D4A6-45B8-8435-F39C97AD7791","1 - DAYLIGHT","175015733","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45224",4,0.141,0.205740019884092,940062,39.1884943165408,-84.5799362108762,"Mt. Airy",274620
"31XX READING RD",39.137806,-84.496728,"51-60","N/A","N/A","12/22/2017 06:51:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"12/22/2017 06:51:00 AM +0000","FRI","M - MALE","4 - INCAPACITATING","9631F084-0B34-41CA-BB71-F3CF6358E1F0","4 - DARK - LIGHTED ROADWAY","175019438","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45229",4,0.141,0.103160318257744,570039,39.1367426583912,-84.4963453276102,"Avondale",199345
"44XX WILLIAMSBURG RD N",39.217645,-84.482791,"41-50","N/A","N/A","03/28/2015 09:32:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"03/28/2015 09:33:00 PM +0000","SAT","M - MALE","3 - NON-INCAPACITATING","E84819F8-F179-4274-8040-86B955225FEA","5 - DARK – ROADWAY NOT LIGHTIED","155004273","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45215",3,0.304,0.112481247407553,510075,39.217736835984,-84.4827900522987,"Hartwell",201193
"30XX MCHENRY AV",39.140686,-84.581046,"UNKNOWN","WESTWOOD","WESTWOOD","07/14/2017 08:00:00 PM +0000","01 - NOT AN INTERSECTION","3 - PROPERTY DAMAGE ONLY (PDO)",3,"07/14/2017 08:00:00 PM +0000","FRI","","1 - NO INJURY / NONE REPORTED","CD3B71BB-8F9C-4D14-A14E-C515B5C56394","4 - DARK - LIGHTED ROADWAY","175010501","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","WESTWOOD","P - PEDESTRIAN","1 - CLEAR","45211",1,10.082,0.16375710671912,940041,39.1412442758999,-84.5799362108161,"Westwood",204284
"22XX HARRISON AV",39.134793,-84.573877,"18-25","WESTWOOD","WESTWOOD","03/10/2015 02:00:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"03/10/2015 02:05:00 PM +0000","TUE","F - FEMALE","2 - POSSIBLE","8706204A-FC89-416C-8A10-17A63DB20772","1 - DAYLIGHT","155003408","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","WESTWOOD","P - PEDESTRIAN","4 - RAIN","45211",2,1.103,0.152773518500876,910038,39.1344963633889,-84.5731585722245,"Westwood",204284
"34XX DELTA AV",39.138311,-84.427462,"31-40","N/A","N/A","04/03/2016 05:52:00 PM +0000","03 - T-INTERSECTION","2 - INJURY",2,"04/03/2016 05:53:00 PM +0000","SUN","F - FEMALE","3 - NON-INCAPACITATING","B7260473-B65A-4D0A-A628-C7052B25979C","1 - DAYLIGHT","165004951","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45208",3,0.304,0.171674770346755,270040,39.1389475216365,-84.4285689841015,"Hyde Park",201414
"53XX MADISON RD",39.162206,-84.404006,"61-70","N/A","N/A","09/19/2015 04:16:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"09/19/2015 04:18:00 PM +0000","SAT","M - MALE","2 - POSSIBLE","230D4D53-8FBE-4037-8065-AA937436545F","1 - DAYLIGHT","155013444","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45227",2,1.103,0.128277667416106,160050,39.1614211437521,-84.4037176853237,"Madisonville",201948
"34XX GLENWAY AV",39.113548,-84.567611,"UNDER 18","N/A","N/A","01/26/2016 03:47:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"01/26/2016 03:47:00 PM +0000","TUE","F - FEMALE","4 - INCAPACITATING","125E25A1-41A8-4C04-BDEC-20330934963E","1 - DAYLIGHT","165001315","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45205",4,0.141,0.10029251029968,890029,39.1142475228646,-84.5686401462796,"East Price Hill",273561
"16XX MUSKETEER DR",39.148354,-84.472605,"18-25","N/A","N/A","08/30/2018 03:05:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"08/30/2018 03:08:00 PM +0000","THU","M - MALE","2 - POSSIBLE","C8F5B650-A268-4F3F-AEE1-207CECFC7A82","1 - DAYLIGHT","185012149","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45207",2,1.103,0.192882919424519,460044,39.147980673821,-84.4714939919198,"Evanston",200632
"28XX MONTANA",39.148068,-84.592235,"61-70","N/A","N/A","02/07/2013 07:45:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"02/07/2013 07:46:00 PM +0000","THU","F - FEMALE","3 - NON-INCAPACITATING","FD9AC44D-FB4B-444E-9095-F53638B2EABA","4 - DARK - LIGHTED ROADWAY","135001786","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45211",3,0.304,0.201262156859329,990044,39.1479899202137,-84.5912322741191,"Westwood",204284
"21XX AUBURN AV",39.121909,-84.510094,"51-60","N/A","N/A","07/17/2017 03:40:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","3 - PROPERTY DAMAGE ONLY (PDO)",3,"07/17/2017 03:40:00 PM +0000","MON","M - MALE","1 - NO INJURY / NONE REPORTED","2DBD9914-E286-48DE-833A-FFF7BBCE5BAC","1 - DAYLIGHT","175010617","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45219",1,10.082,0.166641441096972,630032,39.1209969619964,-84.5099006046561,"Mt. Auburn",274621
"26XX QUEEN CITY AV",39.131091,-84.591611,"31-40","N/A","N/A","11/14/2017 04:50:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"11/14/2017 04:51:00 AM +0000","TUE","F - FEMALE","4 - INCAPACITATING","BD41B8E9-343A-437A-A352-F7E47F8C1A86","4 - DARK - LIGHTED ROADWAY","175017438","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45238",4,0.141,0.106237204047575,990036,39.1299899052323,-84.591232274088,"Westwood",204284
"51XX GLENWAY",39.123565,-84.602471,"UNDER 18","N/A","N/A","09/18/2013 04:34:00 PM +0000","03 - T-INTERSECTION","2 - INJURY",2,"09/18/2013 04:35:00 PM +0000","WED","F - FEMALE","3 - NON-INCAPACITATING","4A682717-929F-4A53-9C62-8F2838E4B779","1 - DAYLIGHT","135010274","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45238",3,0.304,0.184005042253514,1040033,39.1232344486913,-84.6025283357861,"West Price HIll",275981
"12XX RACE ST",39.107355,-84.516813,"26-30","N/A","N/A","08/18/2018 11:18:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"08/18/2018 11:18:00 AM +0000","SAT","F - FEMALE","4 - INCAPACITATING","86DC1988-543B-43E7-9736-A5C80BF5CB9D","1 - DAYLIGHT","185011541","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45202",4,0.141,0.1271592134791,660026,39.1074985197021,-84.5166782437297,"Over-The-Rhine",202750
"1XX W 6TH ST",39.101298,-84.515567,"41-50","N/A","N/A","12/06/2016 12:00:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"12/09/2016 12:00:00 AM +0000","TUE","M - MALE","3 - NON-INCAPACITATING","6C0A225D-725B-45C5-B7B5-E2F3BBA14D33","4 - DARK - LIGHTED ROADWAY","165020539","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","4 - RAIN","45202",3,0.304,0.164797789425876,660023,39.1007485136265,-84.516678243742,"Central Business District",273189
"62XX KELLOGG",39.057621,-84.423572,"18-25","N/A","N/A","08/11/2013 11:40:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"08/11/2013 11:47:00 PM +0000","SUN","F - FEMALE","2 - POSSIBLE","6AA76BE8-CF56-44C7-AA55-F35CFAC02EA4","4 - DARK - LIGHTED ROADWAY","135009277","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","4 - SLAG, GRAVEL, STONE","N/A","P - PEDESTRIAN","1 - CLEAR","45228",2,1.103,0.190429170508634,250004,39.0579430765678,-84.4240505651117,"California",199824
"26XX HARRISON AV",39.140636,-84.589031,"18-25","WESTWOOD","WESTWOOD","02/27/2017 05:26:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"02/27/2017 06:00:00 PM +0000","MON","M - MALE","3 - NON-INCAPACITATING","D445C1C8-DB2D-4A77-906F-28755C993643","1 - DAYLIGHT","175002874","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","WESTWOOD","P - PEDESTRIAN","1 - CLEAR","45211",3,0.304,0.175557127672643,980041,39.1412408740867,-84.5889730615639,"Westwood",204284
"23XX READING RD",39.123748,-84.500818,"UNDER 18","N/A","N/A","02/20/2014 12:00:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"02/20/2014 06:26:00 AM +0000","THU","M - MALE","1 - NO INJURY / NONE REPORTED","C1BE969F-DAA7-4DA8-9F27-F9D772799828","4 - DARK - LIGHTED ROADWAY","145001495","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45206",1,10.082,0.0999124656149406,590033,39.1232442603385,-84.5008637531269,"Walnut Hills",204112
"15XX CHASE AV",39.164339,-84.539071,"51-60","N/A","N/A","11/16/2017 06:46:51 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"11/16/2017 06:49:07 PM +0000","THU","M - MALE","2 - POSSIBLE","32E5E4F0-E4D4-4F27-A37D-8659AB4E642B","4 - DARK - LIGHTED ROADWAY","175017601","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45223",2,1.103,0.141331827100357,760051,39.1637509691681,-84.5392703753223,"Northside",274791
"9XX ENRIGHT",39.110893,-84.572499,"UNDER 18","N/A","N/A","09/25/2014 02:45:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"09/25/2014 02:47:00 PM +0000","THU","M - MALE","3 - NON-INCAPACITATING","FEBF0DAF-677A-474C-B88F-CD19DD9673DE","1 - DAYLIGHT","145009156","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","45205",3,0.304,0.110900946383676,910028,39.1119963435579,-84.5731585722027,"East Price Hill",273561
"29XX GILBERT AV",39.133643,-84.487499,"31-40","N/A","N/A","06/20/2016 10:06:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"06/20/2016 10:55:41 PM +0000","MON","F - FEMALE","3 - NON-INCAPACITATING","23E784C1-2835-4270-8145-7C453BBAD7DB","4 - DARK - LIGHTED ROADWAY","165009648","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","4 - RAIN","45206",3,0.304,0.153418283868973,530038,39.1344889059406,-84.48730847733,"Walnut Hills",204112
"5XX VINE ST",39.100614,-84.512512,"51-60","N/A","N/A","08/04/2018 10:11:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"08/04/2018 10:11:00 AM +0000","SAT","M - MALE","4 - INCAPACITATING","170EABF9-DEAF-46C3-8B4C-238FE0BA426B","1 - DAYLIGHT","185010808","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45202",4,0.141,0.129375284706794,640023,39.1007475108233,-84.5121598176799,"Central Business District",273189
"2XX E KING DR",39.135447,-84.502998,"31-40","CORRYVILLE","CORRYVILLE","10/12/2016 10:19:00 AM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"10/12/2016 10:19:00 AM +0000","WED","F - FEMALE","4 - INCAPACITATING","74FA25DD-E5E1-4C38-8C06-B4B1682C0629","1 - DAYLIGHT","165016765","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","CORRYVILLE","P - PEDESTRIAN","1 - CLEAR","45219",4,0.141,0.0982199799945185,600038,39.1344950114581,-84.5031229659139,"Corryville",200172
"23XX FERGUSON RD",39.127893,-84.598066,"UNDER 18","N/A","N/A","02/27/2018 03:27:00 PM +0000","01 - NOT AN INTERSECTION","2 - INJURY",2,"02/27/2018 03:27:00 PM +0000","TUE","M - MALE","3 - NON-INCAPACITATING","C6255773-CB66-408D-A10F-FB1B59A54F2F","1 - DAYLIGHT","185002857","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45238",3,0.304,0.0969254328495049,1020035,39.1277367635288,-84.5980099113223,"Westwood",204284
"5XX ELBERON AV",39.101124,-84.567143,"UNDER 18","EAST PRICE HILL","EAST PRICE HILL","08/19/2017 06:20:00 PM +0000","02 - FOUR-WAY INTERSECTION","2 - INJURY",2,"08/19/2017 06:28:00 PM +0000","SAT","F - FEMALE","2 - POSSIBLE","6DE89027-C367-429B-ABC4-59AD3641C459","1 - DAYLIGHT","175012416","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","EAST PRICE HILL","P - PEDESTRIAN","1 - CLEAR","45205",2,1.103,0.200462189880794,880023,39.1007480340209,-84.5663809332542,"East Price Hill",273561
