"requestid","requesttyp","requestdat","comments","usertype","near_inter","near_str","strsegid","additional_comments","sna_name","srvy_address","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
701,"Other","08/02/2018","Trash cans. There are dozens of dogs that live in this area and there is no place for their picked up poop because all of the cans north of eden park have been removed.","walks","PARK AV & CROSS LN","Park Av","3705042584237050756186","It is very frustrating that the trash cans were taken away, please bring them back","East Walnut Hills","PARK AV & CROSS LN, Cincinnati, OH, USA","PARK AV & CROSS LN, Cincinnati, OH, USA",39.132124,-84.48553,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills","204112",0.135286385923714,520037,39.1322378574396,-84.4850492649229,"Walnut Hills",204112
701,"Other","08/02/2018","Trash cans. There are dozens of dogs that live in this area and there is no place for their picked up poop because all of the cans north of eden park have been removed.","walks","PARK AV & CROSS LN","Park Av","3705042584237050756186","There is a bus stop, a dog park and three large apartment buildings in the area. We need a solar trash can, so people don't put their personal items in it and they last MUCH longer between pick-ups.","East Walnut Hills","PARK AV & CROSS LN, Cincinnati, OH, USA","PARK AV & CROSS LN, Cincinnati, OH, USA",39.132124,-84.48553,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills","204112",0.135286385923714,520037,39.1322378574396,-84.4850492649229,"Walnut Hills",204112
701,"Other","08/02/2018","Trash cans. There are dozens of dogs that live in this area and there is no place for their picked up poop because all of the cans north of eden park have been removed.","walks","PARK AV & CROSS LN","Park Av","3705042584237050756186","There is a bus stop, a dog park and three large apartment buildings in the area. We need a solar trash can, so people don't put their personal items in it and they last MUCH longer between pick-ups.","East Walnut Hills","PARK AV & CROSS LN, Cincinnati, OH, USA","PARK AV & CROSS LN, Cincinnati, OH, USA",39.132124,-84.48553,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills","204112",0.135286385923714,520037,39.1322378574396,-84.4850492649229,"Walnut Hills",204112
701,"Other","08/02/2018","Trash cans. There are dozens of dogs that live in this area and there is no place for their picked up poop because all of the cans north of eden park have been removed.","walks","PARK AV & CROSS LN","Park Av","3705042584237050756186","I agree!","East Walnut Hills","PARK AV & CROSS LN, Cincinnati, OH, USA","PARK AV & CROSS LN, Cincinnati, OH, USA",39.132124,-84.48553,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills","204112",0.135286385923714,520037,39.1322378574396,-84.4850492649229,"Walnut Hills",204112
702,"Other","08/02/2018","lack of parking enforcement during posted No Parking hours","walks","CALHOUN ST & DENNIS ST","Calhoun St","3297031724932972997278","Lack of enforcement is an issue all around. Please start ticketing for small infractions so people remember the rules.","CUF","CALHOUN ST & DENNIS ST, Cincinnati, OH, USA","CALHOUN ST & DENNIS ST, Cincinnati, OH, USA",39.128748,-84.51366,"locality,political","locality","OH","Hamilton","Cincinnati","CUF","273417",0.126647387213807,650035,39.1277480581921,-84.5144190306425,"CUF",273417
704,"Other","08/02/2018","UC should MANDATE that non-handicapped students living within 1 mile radius CANNOT have Parking passes! Commuters should be given incentives to ride METRO.","travels (other)","ACADEMIA WY & MCMICKEN CIR","Clifton Av","3295356794732954518854","","CUF","ACADEMIA WY & MCMICKEN CIR, Cincinnati, OH, USA","ACADEMIA WY & MCMICKEN CIR, Cincinnati, OH, USA",39.106657,-84.579357,"locality,political","locality","OH","Hamilton","Cincinnati","West Price HIll","275981",0.162470433857979,940026,39.107494246672,-84.5799362107732,"West Price HIll",275981
710,"Other","08/02/2018","THANK YOU for putting the stop light in at this intersection. Makes it a safer place for pedestrians and vehicles.","walks","BROOKLINE DR & BROOKLINE AV","Jefferson Av","3286921239533875061820","","CUF","BROOKLINE DR & BROOKLINE AV, Cincinnati, OH, USA","BROOKLINE DR & BROOKLINE AV, Cincinnati, OH, USA",39.144529,-84.51549,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton","200052",0.0980238143099088,650042,39.1434980722391,-84.5144190306119,"Clifton",200052
711,"Other","08/02/2018","turning onto walnut at 8th is confusing from both directions. all drivers feel they have the right of way and since they need to turn into a specific lane its a messy free-for-all for cars, pedestrians and the streetcar.","drives","E 8TH ST & WALNUT ST","E 8th St","3317083863733575438702","","Downtown","E 8TH ST & WALNUT ST, Cincinnati, OH, USA","E 8TH ST & WALNUT ST, Cincinnati, OH, USA",39.105008,-84.51001,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.191043594966309,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
713,"Other","08/02/2018","Cars do not yield to cyclists going right at this intersection. Cars race to make this turn. There is not sufficient shoulder space to ride bicycle.","bikes","WOOSTER RD & BEECHMONT AV","Beechmont Av","4575348325045758572894","I don't think there should be bikes riding this intersectction. Shoulders are not bike lanes.","Linwood","WOOSTER RD & BEECHMONT AV, Cincinnati, OH, USA","WOOSTER RD & BEECHMONT AV, Cincinnati, OH, USA",39.145464,-84.575948,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.109611244541593,920043,39.1457457190601,-84.5754177851419,"Westwood",204284
717,"Other","08/02/2018","Drivers often switch lanes because they don?\80\99t look at the road markings. The lane unexpectedly veers left and drivers often go straight causing trouble for other drivers.","drives","ERIE AV & MADISON RD","Madison Rd","4075170137240756451718","Agree, this is a major problem at this intersection.","Hyde Park","ERIE AV & MADISON RD, Cincinnati, OH, USA","ERIE AV & MADISON RD, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
719,"Other","08/02/2018","the turns in this intersection are too sharp and the lanes are too narrow.","drives","READING RD & VICTORY PKWY","Victory Pkwy","3788919926737890299206","Agreed","","READING RD & VICTORY PKWY, Cincinnati, OH, USA","READING RD & VICTORY PKWY, Cincinnati, OH, USA",39.130367,-84.498196,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale","199345",0.0999349173943775,580036,39.1299934812124,-84.4986045403433,"Avondale",199345
720,"Other","08/02/2018","Speeding motorcycles drive near 60 mph","drives","CEDAR AV & BELMONT AV","Cedar Av","2806462292530071282874","Vehicles (including police cars) speed on our street all of the time.","College Hill","CEDAR AV & BELMONT AV, Cincinnati, OH, USA","CEDAR AV & BELMONT AV, Cincinnati, OH, USA",39.1983,-84.542086,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill","200100",0.108541096587944,770066,39.1975009997395,-84.541529588526,"College Hill",200100
7217,"Other","14/03/2018","Please re-paint the lines at this intersection so that it's clear that there is a place to sit and wait to turn left onto Vine, and a place to turn right onto Vine.  There used to be like a little v shape painted there to distinguish each ~turn lane~","drives","HUGHES ST & OHIO AV","DAVENPORT AV","2884547747328845717686","Agreed.  People turn right on vine out of the unmarked left turn lane.","Clifton","HUGHES ST & OHIO AV, Cincinnati, OH, USA","HUGHES ST & OHIO AV, Cincinnati, OH, USA",39.124544,-84.516359,"locality,political","locality","OH","Hamilton","Cincinnati","CUF","273417",0.0915470331980945,660034,39.1254985358702,-84.5166782436967,"CUF",273417
791,"Other","08/02/2018","This whole area is a MESS! Please do a traffic study. Whomever thought putting a bike trail through this area is a good idea needs to have there head examined.","drives","EDWARDS RD & MADISON RD","Madison Rd","4067558311940679913390","Agree!","Oakley","EDWARDS RD & MADISON RD, Cincinnati, OH, USA","EDWARDS RD & MADISON RD, Cincinnati, OH, USA",39.142482,-84.443064,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.100084770647303,330042,39.1434596922079,-84.4421242452268,"Hyde Park",201414
791,"Other","08/02/2018","This whole area is a MESS! Please do a traffic study. Whomever thought putting a bike trail through this area is a good idea needs to have there head examined.","drives","EDWARDS RD & MADISON RD","Madison Rd","4067558311940679913390","Yes! Whole Edwards/Madison intersection is a MESS !","Oakley","EDWARDS RD & MADISON RD, Cincinnati, OH, USA","EDWARDS RD & MADISON RD, Cincinnati, OH, USA",39.142482,-84.443064,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.100084770647303,330042,39.1434596922079,-84.4421242452268,"Hyde Park",201414
791,"Other","08/02/2018","This whole area is a MESS! Please do a traffic study. Whomever thought putting a bike trail through this area is a good idea needs to have there head examined.","drives","EDWARDS RD & MADISON RD","Madison Rd","4067558311940679913390","Agree - adding the bike trail will make this area 100% WORSE unfortunately. especially if nothing is done with traffic patterns, flow.  And now they want to put in a HUGE apartment complex in that area. Seriously?","Oakley","EDWARDS RD & MADISON RD, Cincinnati, OH, USA","EDWARDS RD & MADISON RD, Cincinnati, OH, USA",39.142482,-84.443064,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.100084770647303,330042,39.1434596922079,-84.4421242452268,"Hyde Park",201414
7953,"Other","20/03/2018","Lights are poorly timed by pedestrian safety.","walks","WESTGATE AV & WESTERN RIDGE DR","HEYWARD ST","2517817559725180575569","","Northside","WESTGATE AV & WESTERN RIDGE DR, Cincinnati, OH, USA","WESTGATE AV & WESTERN RIDGE DR, Cincinnati, OH, USA",39.145855,-84.451828,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.0766082724501396,370043,39.1457169335721,-84.4511610884527,"Hyde Park",201414
8167,"Other","21/03/2018","Construction changes traffic patterns daily, and drivers respond by speeding, randomly changing lanes, blocking intersections, etc.","drives","LONG ST & SYCAMORE ST","WOODBINE AV","2370007898823702819016","","South Fairmount","LONG ST & SYCAMORE ST, Cincinnati, OH, USA","LONG ST & SYCAMORE ST, Cincinnati, OH, USA",39.115317,-84.513742,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0997243511174925,650029,39.1142480461222,-84.5144190306687,"Over-The-Rhine",202750
833,"Other","08/02/2018","The traffic signal turns off at midnight. The bus route runs past midnight. People crossing the street getting off the bus don't have any walk signals to cross Warsaw with. Dangerous.","drives","GRAND AV & WARSAW AV","Grand Av","2883802075428838140892","","East Price Hill","GRAND AV & WARSAW AV, Cincinnati, OH, USA","GRAND AV & WARSAW AV, Cincinnati, OH, USA",39.11233,-84.560471,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill","273561",0.147037075058022,850028,39.1119993522162,-84.5596032940312,"East Price Hill",273561
834,"Other","08/02/2018","Need stop signs here. It's difficult to see traffic going up and down Mt. Hope because of how the intersection is designed.","drives","BUSHNELL ST & MT HOPE AV","Mt Hope Av","2884513892428845539303","I agree.","East Price Hill","BUSHNELL ST & MT HOPE AV, Cincinnati, OH, USA","BUSHNELL ST & MT HOPE AV, Cincinnati, OH, USA",39.097488,-84.558203,"locality,political","locality","OH","Hamilton","Cincinnati","Lower Price Hill","276431",0.139902777990621,840022,39.0984996887814,-84.5573440809002,"East Price Hill",273561
8433,"Other","22/03/2018","Sidewalks on both sides of Madison under RR bridge & 150ft each side of bridge directly abutt street - ie, no space tween curb and sidewalk. Install 3-4ft bollards (7-8?\80\BE diam) at the extreme streetside edge of the sidewalk, every ~10ft.","walks","LEES CREEK RD & HOWARD RD","W MILL ST","1243616931112438979305","","Oakley","LEES CREEK RD & HOWARD RD, Cincinnati, OH, USA","LEES CREEK RD & HOWARD RD, Cincinnati, OH, USA",39.174051,-84.541748,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.092885767945577,770056,39.1750009793779,-84.5415295885392,"Northside",274791
850,"Other","08/02/2018","The amount of illegal parking that happens in the entire business district, especially during events at UC or concerts at Bogarts. Cars parked in front of hydrants, on crosswalks, to close to intersections, too far from sidewalks.","travels (other)","E CHARLTON ST & VINE ST","Short Vine St","3378467757933785178041","Yes! I've even had times where I report illegal parking around here and the police don't even do anything.","Corryville","E CHARLTON ST & VINE ST, Cincinnati, OH, USA","E CHARLTON ST & VINE ST, Cincinnati, OH, USA",39.191702,-84.482892,"locality,political","locality","OH","Hamilton","Cincinnati","Carthage","199885",0.120850868009565,510063,39.190736814366,-84.4827900523868,"Carthage",199885
857,"Other","08/02/2018","Cars park too far away from curb making this narrow street very difficult to drive down.","drives","GLENDORA AV & W CHARLTON ST","Glendora Av","3378267806833783198528","","Corryville","GLENDORA AV & W CHARLTON ST, Cincinnati, OH, USA","GLENDORA AV & W CHARLTON ST, Cincinnati, OH, USA",39.132943,-84.509898,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville","200172",0.113775443231307,630037,39.1322469719562,-84.5099006046319,"Corryville",200172
873,"Other","08/02/2018","pedestrian paddles were promised for the 3600 block of Warsaw where a pedestrian was killed by a car about 2 months ago; you might consider a mid block crosswalk since the entry to the Kroger lot is in the middle of the block.(tbwenzl45@gmail.com)","travels (other)","WARSAW AV & STURM ST","Warsaw Av","2500485124425006581223","There are crosswalks at both ends of the Kroger property along Warsaw. Placing another crosswalk at Sturm St. is not a safe solution in my opinion.","East Price Hill","WARSAW AV & STURM ST, Cincinnati, OH, USA","WARSAW AV & STURM ST, Cincinnati, OH, USA",39.111903,-84.571733,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill","273561",0.199924336345022,900028,39.1119969540103,-84.5708993592591,"East Price Hill",273561
887,"Other","08/02/2018","Lane merge is confusing.  Many cars continue straight from curb lane even though the sign indicates that the curb lane ends. Maybe arrows or similar indicator painted on the road would help?","drives","URWILER AV & HARRISON AV","Harrison Av","2383093584123832975546","Agree","Westwood","URWILER AV & HARRISON AV, Cincinnati, OH, USA","URWILER AV & HARRISON AV, Cincinnati, OH, USA",39.150833,-84.60656,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.0500613639773222,1060045,39.1502319840037,-84.607046760012,"Westwood",204284
887,"Other","08/02/2018","Lane merge is confusing.  Many cars continue straight from curb lane even though the sign indicates that the curb lane ends. Maybe arrows or similar indicator painted on the road would help?","drives","URWILER AV & HARRISON AV","Harrison Av","2383093584123832975546","This is not related to pedestrian safety.","Westwood","URWILER AV & HARRISON AV, Cincinnati, OH, USA","URWILER AV & HARRISON AV, Cincinnati, OH, USA",39.150833,-84.60656,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.0500613639773222,1060045,39.1502319840037,-84.607046760012,"Westwood",204284
888,"Other","08/02/2018","There is no school light sign and cars speed. Very dangerous when kids are being dropped off/picked up.","walks","PEGGIE LN & HATMAKER ST","Hatmaker St","2885965885229266018783","","Lower Price Hill","PEGGIE LN & HATMAKER ST, Cincinnati, OH, USA","PEGGIE LN & HATMAKER ST, Cincinnati, OH, USA",39.1037,-84.552145,"locality,political","locality","OH","Hamilton","Cincinnati","Lower Price Hill","276431",0.159568367121183,820024,39.1030002596844,-84.5528256545869,"Lower Price Hill",276431
892,"Other","08/02/2018","During rush hour it?\80\99s difficult to turn south on Sycamore when westbound on Liberty. A turn signal would help.","drives","E LIBERTY ST & VON SEGGERN AL","E Liberty St","3367974155733681091544","","Pendleton","E LIBERTY ST & VON SEGGERN AL, Cincinnati, OH, USA","E LIBERTY ST & VON SEGGERN AL, Cincinnati, OH, USA",39.112721,-84.51377,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0770996931007812,650028,39.1119980441079,-84.5144190306731,"Over-The-Rhine",202750
9,"Other","07/02/2018","the parking spots for the permit center at 805 central centennial 2 are very dangerous.
You have to pull into the spots nose first at an angle, when backing out, you are totally blind if there is another car parked next to you.","drives","CENTRAL AV & W 8TH ST","Central Av","3315247840033153148042","Continuation of previous comment....
people are backing out into an active lane of traffic totally blinded by the cars parked next to them.","West End","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.129278866520844,680024,39.1029993440687,-84.521196669918,"West End",276647
9,"Other","07/02/2018","the parking spots for the permit center at 805 central centennial 2 are very dangerous.
You have to pull into the spots nose first at an angle, when backing out, you are totally blind if there is another car parked next to you.","drives","CENTRAL AV & W 8TH ST","Central Av","3315247840033153148042","No large vehicles should be allowed to park in the first 2-3 spots near the crosswalk due to pedestrian safety concerns, causes blind spots.","West End","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.129278866520844,680024,39.1029993440687,-84.521196669918,"West End",276647
9,"Other","07/02/2018","the parking spots for the permit center at 805 central centennial 2 are very dangerous.
You have to pull into the spots nose first at an angle, when backing out, you are totally blind if there is another car parked next to you.","drives","CENTRAL AV & W 8TH ST","Central Av","3315247840033153148042","There have been accidents due to the backing out.","West End","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.129278866520844,680024,39.1029993440687,-84.521196669918,"West End",276647
902,"Other","08/02/2018","Cars park here illegally from 3 pm to 6 pm Monday through Friday","drives","DELTA AV & LINWOOD AV","Linwood Av","4230963738842310017243","Cars park here illegally all the time with no ticketing. This is frustrating for those who live on the block and it can back traffic up all the way to Paxton.","Hyde Park","DELTA AV & LINWOOD AV, Cincinnati, OH, USA","DELTA AV & LINWOOD AV, Cincinnati, OH, USA",39.121952,-84.436011,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.101260355018107,300032,39.1209537915082,-84.4353466141596,"Columbia-Tusculum",273334
903,"Other","08/02/2018","Vehicles (cars, 4-wheelers, trucks) using the school driveway as a through street during all hours of the day and night.  This area should be safe for children and park goers.","drives","HOME CITY AV & ELCO ST","Home City Av","1156911399611573473336","","Sayler Park","HOME CITY AV & ELCO ST, Cincinnati, OH, USA","HOME CITY AV & ELCO ST, Cincinnati, OH, USA",39.114836,-84.693148,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park","203392",0.0457286788946002,1440029,39.1141515931841,-84.6928967308589,"Sayler Park",203392
920,"Other","08/02/2018","Very agressive panhandling from multiple people...the same ones every day.","walks","RACE ST & W 14TH ST","Race St","3306162122033162350796","I agree, drugs too","Over-the-Rhine","RACE ST & W 14TH ST, Cincinnati, OH, USA","RACE ST & W 14TH ST, Cincinnati, OH, USA",39.109203,-84.516674,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
921,"Other","08/02/2018","Very agressive panhandling.","walks","RACE ST & W 15TH ST","Race St","3306162122033162350796","I agree, the drug dealing is also prevalent near Alabama Fish","Over-the-Rhine","RACE ST & W 15TH ST, Cincinnati, OH, USA","RACE ST & W 15TH ST, Cincinnati, OH, USA",39.109203,-84.516674,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,660027,39.1097485217258,-84.5166782437256,"Over-The-Rhine",202750
9299,"Other","29/03/2018","Cars turn left into Sioto Drive from West bound MLK even though they have to do a U turn around a traffic island and cross two sets of double yellow lines.  Need a no left turn sign into Sioto.","walks","JACOB DR & HICKORY DR","ERIE AV","4075568130440759231247","","CUF","JACOB DR & HICKORY DR, Cincinnati, OH, USA","JACOB DR & HICKORY DR, Cincinnati, OH, USA",39.13865,-84.620623,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.0945511695560002,1120039,39.1367234692993,-84.6206020304111,"Westwood",204284
9314,"Other","29/03/2018","This is 2 lanes North and South. It?\80\99s very tight when driving, and there is a weird jog in the road heading North at the Skyline. People don?\80\99t stay in their lane because of the jog.","drives","E MIAMI RIVER RD & COLERAIN RD","ERIE AV","4077808094840782550879","I agree about drivers having to slow down - then they speed up toward Glenmary, trying to beat the lights, and speed through the school speed zones, very dangerous.","Clifton","E MIAMI RIVER RD & COLERAIN RD, Cincinnati, OH, USA","E MIAMI RIVER RD & COLERAIN RD, Cincinnati, OH, USA",39.133547,-84.535955,"locality,political","locality","OH","Hamilton","Cincinnati","Camp Washington","199841",0.0915618672307148,750038,39.1345008989206,-84.5370111621241,"Camp Washington",199841
9314,"Other","29/03/2018","This is 2 lanes North and South. It?\80\99s very tight when driving, and there is a weird jog in the road heading North at the Skyline. People don?\80\99t stay in their lane because of the jog.","drives","COLERAIN RD & E MIAMI RIVER RD","ERIE AV","4240573051842418240325","I actually like the fact that the road is very narrow here. It forces drivers to pay attention and go a little bit slower. The problem with the rest of Clifton Ave is it's very wide which leads to fast and inattentive driving.","Clifton","COLERAIN RD & E MIAMI RIVER RD, Cincinnati, OH, USA","COLERAIN RD & E MIAMI RIVER RD, Cincinnati, OH, USA",39.133547,-84.535955,"locality,political","locality","OH","Hamilton","Cincinnati","Camp Washington","199841",0.0915618672307148,750038,39.1345008989206,-84.5370111621241,"Camp Washington",199841
932,"Other","08/02/2018","Agressive panhandling all up and down the street.","walks","MERCER ST & VINE ST","Vine St","3316713077633167660457","","Over-the-Rhine","MERCER ST & VINE ST, Cincinnati, OH, USA","MERCER ST & VINE ST, Cincinnati, OH, USA",39.191702,-84.482892,"locality,political","locality","OH","Hamilton","Cincinnati","Carthage","199885",0.120850868009565,510063,39.190736814366,-84.4827900523868,"Carthage",199885
937,"Other","08/02/2018","There is a concrete retaining wall around here on Delta that is heavily leaning towards the sidewalk. It looks like it is only a matter of time it collapses, which could seriously injure someone.","walks","KROGER AV & DELTA AV","Delta Av","4239561500642301466338","","Hyde Park","KROGER AV & DELTA AV, Cincinnati, OH, USA","KROGER AV & DELTA AV, Cincinnati, OH, USA",39.121952,-84.436011,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.101260355018107,300032,39.1209537915082,-84.4353466141596,"Columbia-Tusculum",273334
942,"Other","08/02/2018","This is one of the most used bike lanes in Cincy.  It need to be cleaned/cleared more often.","bikes","COLUMBIA PKWY & KEMPER LN","Riverside Dr","3714758215137175864271","I agree.","East End","COLUMBIA PKWY & KEMPER LN, Cincinnati, OH, USA","COLUMBIA PKWY & KEMPER LN, Cincinnati, OH, USA",39.114581,-84.487035,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Adams","274619",0.094109928922634,530029,39.1142388891927,-84.4873084773927,"Mt. Adams",274619
943,"Other","08/02/2018","POTHOLES!!!","drives","HILLSIDE AV & ANDERSON FERRY RD","River Rd","2015699943720191419099","","Riverside","HILLSIDE AV & ANDERSON FERRY RD, Cincinnati, OH, USA","HILLSIDE AV & ANDERSON FERRY RD, Cincinnati, OH, USA",39.0785,-84.599978,"locality,political","locality","OH","Hamilton","Cincinnati","Riverside","203181",0.09590248839977,1030013,39.0782355897957,-84.6002691234947,"Riverside",203181
958,"Other","08/02/2018","This is a very dangerous intersection that could be fixed with a roundabout.","drives","HAMILTON AV & COSBY ST","Hamilton Av","2970266872029702788431","i agree","Northside","HAMILTON AV & COSBY ST, Cincinnati, OH, USA","HAMILTON AV & COSBY ST, Cincinnati, OH, USA",39.159175,-84.539419,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.174745471734457,760049,39.1592509650786,-84.5392703753254,"Northside",274791
964,"Other","08/02/2018","People most often ignore the school zone here. There is no enforcement. This puts Clark students in danger daily.","drives","BAYARD DR & ERIE AV","Erie Av","4240573051842418240325","I agree.","Hyde Park","BAYARD DR & ERIE AV, Cincinnati, OH, USA","BAYARD DR & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
971,"Other","08/02/2018","Often, Joggers run in the street and expect traffic to adjust for them","drives","BROTHERTON RD & ALLENDORF DR","Brotherton Rd","4546455599545470855734","I agree.  Also drivers speed and pass illegally making it difficult to walk across the street.  
Cars also park in driveways across sidewalk so have to walk in street to get around them","Oakley","BROTHERTON RD & ALLENDORF DR, Cincinnati, OH, USA","BROTHERTON RD & ALLENDORF DR, Cincinnati, OH, USA",39.15387,-84.411617,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.0518651472782453,190047,39.1546788617434,-84.4104953103854,"Oakley",202657
998,"Other","08/02/2018","The street is too narrow with cars parking on both sides.  Implement a resident-only parking program, or allow cars to only park on one side of the street.","drives","HOUSMAN AL & BROADWAY","Broadway","3358665049833587060256","","Pendleton","HOUSMAN AL & BROADWAY, Cincinnati, OH, USA","HOUSMAN AL & BROADWAY, Cincinnati, OH, USA",39.103432,-84.506783,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.100921445185443,620024,39.1029963356098,-84.5076413917523,"Central Business District",273189
1,"Parking on the sidewalk","07/02/2018","","walks","RIDGETOP WY & OAKTREE PL","Oaktree Pl","2516573751825174787628","","Westwood","RIDGETOP WY & OAKTREE PL, Cincinnati, OH, USA","RIDGETOP WY & OAKTREE PL, Cincinnati, OH, USA",39.127624,-84.583593,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.11083133193561,960035,39.1277426507058,-84.5844546362795,"Westwood",204284
10052,"Parking on the sidewalk","03/04/2018","Kinsey is one lane going east and there is no parking on Auburn Ave any more, so people now park on the sidewalk.","walks","CEDAR CREST LN & CEDAR PT","W FORRER AV","3985988563939860585282","","Mt. Auburn","CEDAR CREST LN & CEDAR PT, Cincinnati, OH, USA","CEDAR CREST LN & CEDAR PT, Cincinnati, OH, USA",39.198895,-84.551452,"locality,political","locality","OH","Hamilton","Cincinnati","College Hill","200100",0.13020935345494,810067,39.199750565457,-84.5505664413933,"College Hill",200100
1081,"Parking on the sidewalk","08/02/2018","","walks","HUGHES ST & MOTH AL","Hughes St","3367739158433677681826","","Over-the-Rhine","HUGHES ST & MOTH AL, Cincinnati, OH, USA","HUGHES ST & MOTH AL, Cincinnati, OH, USA",39.113265,-84.511642,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Auburn","274621",0.0933274993281623,640029,39.1142475228691,-84.5121598176522,"Over-The-Rhine",202750
1157,"Parking on the sidewalk","08/02/2018","Every night, there are at least 3 cars parked ON the sidewalk in front of the tax and job placement businesses. Not just one wheel up on the sidewalk, the entire cars are parked on the sidewalk.","walks","MONTGOMERY RD & COLERIDGE AV","Montgomery Rd","4516665893845068699025","","Kennedy Heights","MONTGOMERY RD & COLERIDGE AV, Cincinnati, OH, USA","MONTGOMERY RD & COLERIDGE AV, Cincinnati, OH, USA",39.18497,-84.410615,"locality,political","locality","OH","Hamilton","Cincinnati","Kennedy Heights","201559",0.0698052714974959,190060,39.1839288730946,-84.4104953102834,"Kennedy Heights",201559
1169,"Parking on the sidewalk","08/02/2018","","walks","AUBURN AV & E HOLLISTER ST","Auburn Av","3378775624233787795981","","Mt. Auburn","AUBURN AV & E HOLLISTER ST, Cincinnati, OH, USA","AUBURN AV & E HOLLISTER ST, Cincinnati, OH, USA",39.127708,-84.508732,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville","200172",0.208865246040539,620035,39.1277463574527,-84.5076413916964,"Corryville",200172
11699,"Parking on the sidewalk","15/04/2018","","walks","MEADOWBRIGHT LN & BAGDAD DR","W 8TH ST","2883320942728836639391","","East Price Hill","MEADOWBRIGHT LN & BAGDAD DR, Cincinnati, OH, USA","MEADOWBRIGHT LN & BAGDAD DR, Cincinnati, OH, USA",39.093807,-84.396892,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.114298811123322,130020,39.0939130119392,-84.396940062004,"Mt. Washington",274624
